,episode_0_reward,episode_1_reward,episode_2_reward,episode_3_reward,episode_4_reward,episode_5_reward,episode_6_reward,episode_7_reward,episode_8_reward,episode_9_reward,episode_10_reward,episode_11_reward,episode_12_reward,episode_13_reward,episode_14_reward,episode_15_reward,episode_16_reward,episode_17_reward,episode_18_reward,episode_19_reward,episode_20_reward,episode_21_reward,episode_22_reward,episode_23_reward,episode_24_reward,episode_25_reward,episode_26_reward,episode_27_reward,episode_28_reward,episode_29_reward,episode_30_reward,episode_31_reward,episode_32_reward,episode_33_reward,episode_34_reward,episode_35_reward,episode_36_reward,episode_37_reward,episode_38_reward,episode_39_reward,episode_40_reward,episode_41_reward,episode_42_reward,episode_43_reward,episode_44_reward,episode_45_reward,episode_46_reward,episode_47_reward,episode_48_reward,episode_49_reward,episode_50_reward,episode_51_reward,episode_52_reward,episode_53_reward,episode_54_reward,episode_55_reward,episode_56_reward,episode_57_reward,episode_58_reward,episode_59_reward,episode_60_reward,episode_61_reward,episode_62_reward,episode_63_reward,episode_64_reward,episode_65_reward,episode_66_reward,episode_67_reward,episode_68_reward,episode_69_reward,episode_70_reward,episode_71_reward,episode_72_reward,episode_73_reward,episode_74_reward,episode_75_reward,episode_76_reward,episode_77_reward,episode_78_reward,episode_79_reward,episode_80_reward,episode_81_reward,episode_82_reward,episode_83_reward,episode_84_reward,episode_85_reward,episode_86_reward,episode_87_reward,episode_88_reward,episode_89_reward,episode_90_reward,episode_91_reward,episode_92_reward,episode_93_reward,episode_94_reward,episode_95_reward,episode_96_reward,episode_97_reward,episode_98_reward,episode_99_reward,episode_0_color_easy,episode_1_color_easy,episode_2_color_easy,episode_3_color_easy,episode_4_color_easy,episode_5_color_easy,episode_6_color_easy,episode_7_color_easy,episode_8_color_easy,episode_9_color_easy,episode_10_color_easy,episode_11_color_easy,episode_12_color_easy,episode_13_color_easy,episode_14_color_easy,episode_15_color_easy,episode_16_color_easy,episode_17_color_easy,episode_18_color_easy,episode_19_color_easy,episode_20_color_easy,episode_21_color_easy,episode_22_color_easy,episode_23_color_easy,episode_24_color_easy,episode_25_color_easy,episode_26_color_easy,episode_27_color_easy,episode_28_color_easy,episode_29_color_easy,episode_30_color_easy,episode_31_color_easy,episode_32_color_easy,episode_33_color_easy,episode_34_color_easy,episode_35_color_easy,episode_36_color_easy,episode_37_color_easy,episode_38_color_easy,episode_39_color_easy,episode_40_color_easy,episode_41_color_easy,episode_42_color_easy,episode_43_color_easy,episode_44_color_easy,episode_45_color_easy,episode_46_color_easy,episode_47_color_easy,episode_48_color_easy,episode_49_color_easy,episode_50_color_easy,episode_51_color_easy,episode_52_color_easy,episode_53_color_easy,episode_54_color_easy,episode_55_color_easy,episode_56_color_easy,episode_57_color_easy,episode_58_color_easy,episode_59_color_easy,episode_60_color_easy,episode_61_color_easy,episode_62_color_easy,episode_63_color_easy,episode_64_color_easy,episode_65_color_easy,episode_66_color_easy,episode_67_color_easy,episode_68_color_easy,episode_69_color_easy,episode_70_color_easy,episode_71_color_easy,episode_72_color_easy,episode_73_color_easy,episode_74_color_easy,episode_75_color_easy,episode_76_color_easy,episode_77_color_easy,episode_78_color_easy,episode_79_color_easy,episode_80_color_easy,episode_81_color_easy,episode_82_color_easy,episode_83_color_easy,episode_84_color_easy,episode_85_color_easy,episode_86_color_easy,episode_87_color_easy,episode_88_color_easy,episode_89_color_easy,episode_90_color_easy,episode_91_color_easy,episode_92_color_easy,episode_93_color_easy,episode_94_color_easy,episode_95_color_easy,episode_96_color_easy,episode_97_color_easy,episode_98_color_easy,episode_99_color_easy
0,0.0011370918487000259,0.0004308742826326386,0.0011109598595805464,0.0008900511709436674,0.0006813216913331582,0.001190666202098405,0.00035465527224867526,0.0019440293240610646,0.0003542016687614939,0.0016575680725417752,0.0003906370961861867,0.0006273680506791154,0.0007158301992061437,0.0004000123097007777,0.0009726812827529319,0.0005882119193790524,0.0006254458757577962,0.0008423166636295245,0.0003708342700562583,0.0005538632227750765,0.001342869323436786,0.002359870850063827,0.0015975913098365867,0.0015075371689762585,0.0022714996142407795,0.00038345713223407495,0.002378262311745401,0.0019835013524590415,0.0024322980242709605,0.0007623216599666955,0.0004350049335329142,0.0007917495530965434,0.0010708393110691213,0.0008461406593821933,0.0006725557068415582,0.0010994952578662737,0.0015021852272769378,0.000644915570265919,0.0004594487419561581,0.00040538604414170655,0.0024037683509215836,0.001299843809529641,0.0010063880366188674,0.0005448387856110783,0.0005126145380544399,0.00033329833219746777,0.0003471695181699534,0.0020082976666191414,0.0003911828654897429,0.001413261978943912,0.000709740091455472,0.0003391492537893614,0.000770269322426718,0.0005840047116075244,0.0010308058467856603,0.0006570770997259669,0.0008513647625370458,0.0006762303095387286,0.001089732688117462,0.00036444587458860425,0.0006154020794223026,0.0003585657291747717,0.000348772033347249,0.000675853914804237,0.0003734074189111901,0.0005751387901999001,0.000918515232669508,0.0007681281691972523,0.0010256700314384885,0.0008156607337708502,0.0015866801424215442,0.0012424216219321898,0.0017364323985052327,0.00043592066695403596,0.0011869528511856422,0.002074842633417762,0.0005621521840869941,0.0007602926901165511,0.0005037625262385543,0.0006659627811613079,0.0004572874726820605,0.0007267695471999206,0.0013919783187236112,0.0004021791250250136,0.0011482653213941083,0.0005645622683301207,0.000676235507183212,0.0009607298725561779,0.0005033066737008194,0.0006064623828389306,0.0008238156517965659,0.0008860121507468358,0.00038542587695380157,0.0007001836417946334,0.0003615188238102132,0.0009980279913163787,0.00033033264633101564,0.0008941574674314075,0.00033868578535268504,0.0016570422782352413,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0.02072845025952961,0.01614293424656066,0.020434169158648055,0.019252430743939654,0.017922291675229893,0.02029962975356648,0.014969543940494188,0.023200912713128193,0.013854089668897635,0.022109564365947798,0.01576484502231891,0.017870414259362602,0.01835188929671757,0.015826801372691945,0.019499225184464147,0.01718161408571938,0.01770146368179803,0.018973303322332498,0.01529143128641916,0.017251411314775273,0.020684761464848177,0.02427621206952416,0.0221935844015951,0.021792592725993164,0.024142129827365452,0.0155888220968405,0.02416684334963265,0.02343270186120394,0.0247087597875755,0.018724903493458137,0.0163838375274438,0.01900614520556338,0.020048095090936264,0.01901876376080676,0.017821758027049963,0.02025442263001085,0.021878967282472322,0.01816059536355952,0.01639554574556459,0.015862141561803052,0.024357337339926326,0.020548183832945478,0.01976461819320213,0.017283564402264723,0.016905678442357443,0.014516574128186889,0.01466312734916275,0.023300744258876946,0.015649183123470512,0.021621047939666543,0.01833310244488087,0.014450189584179119,0.018645315998054263,0.017399893123837475,0.019768961990033574,0.017999407089716847,0.01901776586360545,0.017951708019759937,0.020241102919596004,0.013780897106737734,0.017641495892143057,0.014887737173865963,0.01484280679625856,0.018156827747631697,0.01539955770812947,0.01736516048256899,0.0193286845863121,0.01801064694352053,0.019695729047503725,0.0191634260897804,0.022289755205164647,0.020947799186071342,0.02229867073742196,0.01630036859140311,0.020518314498464307,0.023298627483089224,0.017120700950961805,0.018661489936306647,0.016876528504835387,0.017959246710467128,0.01632844711058362,0.018744124227719434,0.020936554187682813,0.015860121835068453,0.020663852077262526,0.01709457945258777,0.01806047531644589,0.019206278563309767,0.0167917221252037,0.01771019244805182,0.018912043297767852,0.01908176784341871,0.015536930148989502,0.018243204215705987,0.015083675909326983,0.019431722017277338,0.014124984152385478,0.01914942471055611,0.01444396076448615,0.022319389451165107,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,0.10265935974230937,0.09274820559632849,0.10195746939785574,0.0993202811468541,0.09612926983063326,0.10082655117916121,0.09041288394696663,0.10607663715678727,0.08871903609065462,0.10421213914121283,0.09349591160335398,0.09699076424899065,0.09784344712341861,0.0927654552783628,0.09947579114742562,0.09455047470605457,0.09612216443919139,0.0988440172195075,0.09113245515572344,0.09548694989666412,0.10097989178395689,0.10764247722481891,0.10491490028606355,0.10383228630761976,0.10793603443300716,0.09228086494064333,0.10751661868015802,0.10676411170409747,0.10907318842733732,0.09859876923765867,0.09424702212405016,0.09953861026527187,0.10068126811982278,0.09891378884149621,0.09597150593348625,0.10142094483287792,0.10424246996550351,0.09803980173809188,0.09359195715903834,0.09242252732895025,0.10794202867636035,0.10087626926588454,0.10016436089784665,0.09571254220164081,0.09431273035185629,0.08904610843169014,0.09028149440283023,0.1064373705761338,0.0920276637033306,0.10389470638402663,0.09761047016324956,0.08946248507725602,0.09819766582358848,0.09546904899850887,0.09997613857920527,0.09719867271430013,0.09892961507429529,0.09648053161740108,0.10140096803615291,0.08851645841555099,0.09622030457183749,0.09131302121703354,0.090474146923372,0.0974678564570709,0.09205198351885739,0.09570397428480694,0.09938898444949423,0.09569946237409627,0.09948442803406347,0.09996287632575454,0.10533064072212979,0.10272705061556811,0.10427227620934633,0.09355431379598929,0.10148721164077017,0.1059905218849653,0.09456522314813237,0.09832222485104894,0.09467553689105165,0.09672007084780725,0.09331484821013605,0.09943890831034793,0.10145421755023204,0.09319824960412906,0.1027319400979651,0.09463472165997774,0.09688520699730001,0.09839759960786512,0.09422555276819793,0.09676600555781681,0.09861227792858246,0.0986976834657875,0.09180339614001555,0.09729061265935138,0.09143276959329984,0.0991008147017314,0.08859788006524931,0.09865248315743042,0.08947036331182359,0.10483689655177106,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,0.2879957722346244,0.27396801196247333,0.2939521371762219,0.2865386047434805,0.2802718058008478,0.2952979120240548,0.2722526207656172,0.2950863923402399,0.2755406308815345,0.2910329211702325,0.2845060147888442,0.2867697713650385,0.28722025288003467,0.28046445392136027,0.2871178508675766,0.28412933092228276,0.2747587804247798,0.2986693594405875,0.27126663061642675,0.2838651745028188,0.2934868067856841,0.294690286969976,0.2979095344411626,0.2957428024618651,0.2978323312699173,0.27630449512269206,0.2946343465335423,0.2899048750405197,0.3028714565493396,0.2851946421327898,0.27954674986362815,0.292978747591044,0.2887460536668335,0.2994160791138736,0.27938901937950367,0.29624534055352886,0.2910787591729131,0.28885010823944113,0.2799899206108465,0.27524035615483594,0.28834594717933026,0.2904954611487518,0.29136640696625843,0.2811960862813569,0.2897950236142076,0.2719649941394373,0.2690507685678099,0.29796341187504577,0.2772676260944279,0.29024230510119675,0.2857727919114969,0.2704312031675522,0.285572315104199,0.27998941032226143,0.28510183977708725,0.285293992191387,0.29114641278339976,0.2842090334011371,0.289841635623484,0.2719771647006609,0.28572261468804294,0.2769737047102675,0.27568467131519453,0.2849011370480439,0.2780644541345699,0.27665779527663786,0.2874227098629467,0.28856730404778136,0.28289334313339654,0.2867873547939087,0.29762477123176584,0.2948654777536114,0.28962681898621817,0.27803216911304296,0.29175079814033134,0.2954434672984418,0.2766059373525477,0.2877046748346515,0.2795371453858017,0.2876318247405032,0.2817530775770547,0.2886194850607589,0.28871764314822396,0.2758491775977415,0.2969337080450809,0.2784230250985089,0.2835010406910804,0.28268878276621073,0.2773139569360293,0.2893120497519023,0.28418404320510754,0.2891505698126893,0.27718249710397336,0.28556653105050894,0.27588032016976466,0.28741465310609116,0.2704693620149403,0.28232736826670074,0.2732127839066818,0.2936060992257536,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,0.6120525232835693,0.595119441239787,0.6115542131784926,0.6049594941762734,0.5974986576234919,0.6079059849670589,0.5918172489587717,0.6124804204038908,0.59796973854532,0.6082027294253117,0.6080130071493359,0.6084794291207828,0.6104959668347044,0.6028653336037317,0.6065053466084074,0.5977368967522348,0.6317005906500981,0.6039641261005946,0.5993387259081113,0.6055520045642065,0.6042580528868486,0.6105341913451106,0.6165439677233694,0.6148165280267461,0.617385780009296,0.5982389628392663,0.6203262557826407,0.6149635252454734,0.6206404106251345,0.6063576514781464,0.6045514736634677,0.6118760653148242,0.6096804316632555,0.6051425937497107,0.6000946584139175,0.6118291494857241,0.6110193401579347,0.6124800435133751,0.6009666319489602,0.597664044487304,0.6605531987796989,0.6068457719775848,0.6025218667787894,0.6035645347643266,0.6127879238970022,0.5915949616454723,0.6300441146242177,0.6168114442386574,0.5974278687141643,0.6117681108584454,0.6062551726405256,0.5943487259907754,0.6050627998311379,0.6012450602327692,0.606108960348156,0.609848173894693,0.6085357262049865,0.603871057044666,0.6138442211640384,0.5918676596121508,0.6044673520336148,0.6008150181933665,0.5978870220548418,0.605727779101582,0.603547603529897,0.6419493344100149,0.6093470785324091,0.5927848467699244,0.6025608055331511,0.617543933276027,0.6171717027797492,0.612290428606879,0.6198500595383684,0.5988691173418068,0.6094733774742749,0.6144878262233276,0.5992610566296885,0.6053976647948912,0.604980308838348,0.6032459374230467,0.5987283578039758,0.615818938259571,0.6066583285909996,0.6090280697401926,0.6168376524458281,0.6001013395000574,0.6064691650163291,0.6016943812721104,0.5983168567812138,0.6083742516954405,0.6058617396647393,0.6061987563933989,0.5973210397936923,0.602903928752233,0.5995665790423099,0.6081641340849038,0.5930331913469822,0.6025304532006683,0.5964856273396467,0.6112694330639541,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5,0.8989330570200209,0.8904619236381702,0.8921152009062265,0.8880232648580815,0.8822266782869396,0.883233717154608,0.8878513989514244,0.8938859232282691,0.8982978184424883,0.9019189824174741,0.9071195401815385,0.8983026544945358,0.9008333893755845,0.903888669582301,0.8887513213769493,0.8781143429700365,0.9638974390340649,0.9259609345018286,0.9548301128272423,0.896170302759716,0.8737208537030913,0.8793687994331163,0.8943106724772508,0.907082572947182,0.8880099932994024,0.8962331612239671,0.9111136268914883,0.8930453534856619,0.8880045470646042,0.8941956269090812,0.9051644770561259,0.8960939988575327,0.8913183639433065,0.870875673410625,0.8876758125101076,0.889649921675535,0.8907640801417969,0.9025291131346913,0.8921715959913008,0.893208020350837,0.9590276988873421,0.8822896926037981,0.8774759584070921,0.8974662649473958,0.966250335024063,0.885480815251168,0.9615125623422558,0.8889603278565406,0.8904541358708932,0.8925775492190902,0.8922354301792484,0.8938137376642259,0.8964296722399032,0.8901403290454216,0.8884314146917764,0.8981993781410105,0.8914187984088723,0.8917507918475044,0.8990989595740168,0.9019550290790348,0.8924482562860478,0.9015373486756031,0.8944713419977599,0.8942577175527624,0.9026410069003894,0.9710216026282559,0.8969428608661797,0.8608975456829338,0.8856092938974128,0.944756910503807,0.896487232069122,0.8932940227324214,0.910149575320956,0.8936605128454558,0.888325248558302,0.8868152536789267,0.8914110217296434,0.8882289172040518,0.9038015642369746,0.8870224416203736,0.8860836825083025,0.9092201188261706,0.883951630470904,0.9531931230192163,0.8983176289822502,0.9233172014225861,0.8992724547170834,0.8833751407902489,0.8882771846664115,0.8948446787999125,0.8930452278580451,0.8885936911112047,0.8900833482318031,0.8855015572805232,0.8995514415702944,0.8926513336065199,0.8921081607706358,0.8867698588503843,0.9111236816474695,0.8854637548006334,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,0.8160034682526572,0.8249965463245033,0.8005803729209355,0.8030180030612674,0.8016074123631156,0.7855121942778416,0.822754762991358,0.8034251574398512,0.8348093483980981,0.8516653987923003,0.8404964701197288,0.8196234427152127,0.8220976140919637,0.8430158152944379,0.8019959336469226,0.793115335931798,1.2183325175063007,0.8357745022362003,0.9189830118811361,0.8193948902497044,0.7745001260503167,0.7814001192665887,0.7998675781216068,0.8399610960460322,0.7864581592540695,0.8288406266455481,0.8195843785168698,0.8046079450533131,0.7844718298073194,0.8158442919097765,0.8362229558435796,0.8103639454753614,0.8129287879923905,0.7730539592825441,0.8103367977050419,0.7952006907747018,0.8002181659130891,0.8246391718348147,0.8177029251207895,0.827108253523066,1.1739973404113946,0.7907002514253487,0.7824567049103277,0.823267135178954,0.9563339824438333,0.8199806964152259,0.9576432958351887,0.7908396851295367,0.819893150027063,0.8051786297634336,0.8105724912016491,0.8315798856764169,0.815942249844918,0.8139765034881987,0.8030896174596204,0.8216526616839396,0.8030827128034269,0.8101479709900097,0.8167697266594434,0.9007102818587199,0.8100908739841252,0.8384892185118215,0.8263867026693225,0.8136441359399869,0.8359469761932941,0.9199487086743876,0.8175092695404205,0.7624366830331373,0.8028145136059205,0.9707125044956837,0.7993941914279569,0.8005248161119978,0.8957761652343846,0.8348522292488116,0.7973694189119662,0.7878920654838362,0.8203413330999593,0.805663300305081,0.8338109902146603,0.807102979051828,0.8071756689251366,0.8335717809030863,0.7913460374729668,0.9214874816877222,0.8076848973789833,0.8902784304904083,0.8194846491263738,0.7991713483200994,0.8161319536256059,0.812959298717888,0.8135266794519989,0.7986138552795647,0.8199800707325382,0.804251112409393,0.8339455187208598,0.8079066926691462,0.8309691620346499,0.8049586809495994,0.8495790656196581,0.7917085756208659,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,0.460487470056125,0.4696513933563037,0.4422705529119815,0.44730112204242645,0.4486072668361715,0.4271823680689306,0.4697299354634078,0.437328962521414,0.4789018424186906,0.4626467170517289,0.47829377334282486,0.4606580224881417,0.4615998051896511,0.4787657767592256,0.4453945719253464,0.43875273172568124,1.05428237304049,0.45329959401056774,0.5330711709673611,0.4614113323598401,0.41855787761162266,0.42437913416515316,0.43705238393768564,0.4584381958177157,0.42934833266112105,0.4760252152113618,0.45001337916786777,0.44888397065332153,0.4251062489968467,0.4584114321496604,0.47975752009990225,0.4503893777255009,0.4559562556249064,0.4172159591810648,0.4562566450709896,0.4359969902921622,0.4447068502456895,0.4649239333402148,0.46276858325033443,0.4702724810252477,0.9857805312704513,0.4315634327395824,0.4298017659311717,0.46780842112448645,0.5391818908622047,0.46542966469524066,0.5870330278759659,0.4307007690474443,0.4656922090051374,0.4468293643743719,0.45385778135983135,0.4790391701686201,0.45645482637369933,0.45954982382814846,0.4493419088758678,0.46372727210981946,0.4439618521341315,0.4512189379941697,0.455317933252262,0.5098299470115595,0.45261197346209947,0.48162895249535603,0.47088812982320966,0.4580121122462427,0.47857192387699743,0.5614767133269886,0.45384247722560606,0.41236984390903536,0.44821802138265837,0.534225285486583,0.4391259076532331,0.43971219419807245,0.4831280710843425,0.47650802085069044,0.4394421602103053,0.4303001855504572,0.46321407622086486,0.45242635944215315,0.4730370743977761,0.44680272985627345,0.45240618200373794,0.4731213481191957,0.43490041665520096,0.5428225798749656,0.4456008898804104,0.5025411232160498,0.46269451672890577,0.44513912750749257,0.46147954029403787,0.4524533397455401,0.4577414415125047,0.4415704864985561,0.4632699006138653,0.4519782543745595,0.47896947253176636,0.44808989374756947,0.47637261409292353,0.4512062014915912,0.4882944766378742,0.43682621145783884,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8,0.14241404933317633,0.1492328927200808,0.13135109825671604,0.1349821086195591,0.13647998493547894,0.12233028494606141,0.1494509744912037,0.13042906892983375,0.15285992830050943,0.1445281989890926,0.15148519989731,0.14166619670598343,0.14157986978281517,0.15264221102239117,0.1337309258249552,0.12958312596962324,0.6149167908314608,0.14028731385202695,0.1921885975754531,0.14243606826356936,0.11865663703151028,0.12278319793792548,0.12852614638701212,0.14155406126316106,0.12465567503726743,0.15134486944203082,0.13660433190261853,0.13633065115716606,0.12153123051869864,0.14130328196259603,0.1534694813615492,0.1355559200126449,0.1400056233570922,0.11681906856133159,0.1403303722235833,0.12739083919347616,0.133735608478976,0.14355497336889061,0.14322165345241292,0.1488303696430723,0.5333992202181786,0.12576928739514762,0.12523233458120003,0.14617386334557117,0.19737538361185197,0.14589226889286008,0.21969842286330313,0.12462700093275783,0.14544334091430272,0.13528980685313444,0.13859040177754758,0.15386797893826393,0.1402290748072307,0.14186985349042608,0.13629126794741867,0.14336931702155922,0.132151100306152,0.13694264500095782,0.13865125177287935,0.17226178929414224,0.13776020109997442,0.1544933683197146,0.1487608327613065,0.14066541997610627,0.15208727351709764,0.20382629911748484,0.13766800786312336,0.11550337956347131,0.13618075815801128,0.19255630947973712,0.1297911421894045,0.13037706603786037,0.16116949611891873,0.15300105149603702,0.13017962301750885,0.12465196109750594,0.14450272046130333,0.136495632719197,0.14935679570736254,0.13426965291518156,0.13756803735810444,0.1480320409366368,0.1280102813462473,0.18985594848649415,0.1321482759914113,0.16812647855733628,0.1431667698884941,0.1334932918702043,0.14370498646900096,0.13662699530866615,0.14195412850005018,0.13173817349460315,0.1447173197518676,0.13670994364463204,0.15354227653655986,0.13384828085394013,0.1518518460827849,0.13816521256524958,0.15923289327256518,0.12860815999426295,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9,0.011965876032523335,0.012361382174858378,0.011853531995014101,0.01178837131989148,0.01175420489228594,0.01217441355004855,0.012395866857812939,0.011620473489048112,0.012658732006963281,0.011909914521793005,0.012550689772335295,0.012020321519231976,0.012031921247777811,0.01260921610586374,0.011820446659068356,0.011850358410734695,0.23401475938335536,0.011693182130563877,0.01925934284800485,0.012026053293822279,0.01236416441336917,0.011881484178731003,0.01195395362791088,0.011789772803226822,0.01196400981872136,0.01255289036778013,0.011703693718732276,0.011682154790612641,0.01223089534089961,0.01194507726470065,0.012718607608607563,0.011901446260516417,0.011726076257804146,0.012639771872974919,0.011886907704916894,0.01198682719571266,0.01174134491814633,0.012095037641206337,0.01203132965392651,0.012362160217286047,0.18277950161052928,0.012000636023022464,0.01185804999909984,0.012193107888014764,0.020449661878119495,0.012141412445116921,0.02661959440377787,0.012089608918156896,0.012129953312902104,0.011747049228850906,0.011869612013356262,0.01276794478395892,0.01186128165846002,0.011981398347927327,0.011742231010607538,0.012050883476203436,0.011872934970128939,0.011900331824952223,0.011921316836687262,0.01532852187600609,0.011872783163234897,0.012825587251083095,0.012352553058636426,0.011933767626687068,0.012618423355494436,0.021922482799250013,0.011887910603476642,0.01249565895362089,0.011756089728269411,0.019179404241317533,0.011921663340818452,0.011881859414357005,0.013495937473664524,0.012563091396905925,0.011855834573379218,0.01199247661728905,0.012092151279265002,0.011803931417601228,0.012397613056669223,0.011756173125339607,0.011848746513634724,0.012325315910818794,0.011821745805365056,0.018723265556710424,0.011973458269569066,0.014744524584768312,0.012032475493201604,0.011759195004350775,0.01204766040600141,0.01192827313936569,0.011885701528848772,0.011779802471822318,0.012075886716846757,0.011789314403696663,0.012734185952951962,0.011901773074451508,0.012595297488101478,0.011776463442160197,0.013287449272756179,0.011730527351199069,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
