,episode_0_reward,episode_0_color_easy
0,0.0011370811899163956,1.8
1,0.02072980567028039,1.8
2,0.1026371567939364,1.8
3,0.288130183826598,1.8
4,0.6118961509514322,1.8
5,0.898524724066631,1.8
6,0.8149979699781018,1.8
7,0.45957206655593164,1.8
8,0.14181388687506857,1.8
9,0.011947047428138477,1.8
10,0.16592538923330097,1.8
11,0.6828589085166431,1.8
12,1.4844372357336042,1.8
13,2.3855288510049797,1.8
14,3.301567434961098,1.8
15,5.037005135631639,1.8
16,6.087970909208714,1.8
17,7.019381455329901,1.8
18,7.341028421526559,1.8
19,7.412087509478317,1.8
20,7.28445481293693,1.8
21,7.024242404676325,1.8
22,6.6777464109522064,1.8
23,6.2936978622229685,1.8
24,6.218435039532787,1.8
25,6.572152443253973,1.8
26,6.717743220045234,1.8
27,6.974419412420057,1.8
28,7.2177265765422085,1.8
29,7.458111402265161,1.8
30,7.6399183831521205,1.8
31,7.775963638275921,1.8
32,7.793524090771168,1.8
33,7.838535940164179,1.8
34,7.869159787236768,1.8
35,7.9154777562426215,1.8
36,7.88113710759726,1.8
37,7.952749241988505,1.8
38,7.965266717552801,1.8
39,7.97403226182223,1.8
40,7.981532408299154,1.8
41,7.983806982758126,1.8
42,7.987781640025892,1.8
43,7.990271798616502,1.8
44,7.991609254632139,1.8
45,7.97773333456569,1.8
46,7.984219508072989,1.8
47,7.975326285261285,1.8
48,7.967389114116404,1.8
49,7.9558884093589874,1.8
50,7.939773769267536,1.8
51,7.946902616267595,1.8
52,7.940781180519488,1.8
53,7.924080225673721,1.8
54,7.870961458339543,1.8
55,7.9109264451851855,1.8
56,7.9437346077709075,1.8
57,7.936660002065848,1.8
58,7.914090773550752,1.8
59,7.893201713679733,1.8
60,7.816602494206033,1.8
61,7.796017388612114,1.8
62,7.7517572296703205,1.8
63,7.762731608431234,1.8
64,7.7980787940485685,1.8
65,7.806552890866024,1.8
66,7.815865674844458,1.8
67,7.7991383462781565,1.8
68,7.762981718022236,1.8
69,7.8719296939177035,1.8
70,7.912338557680929,1.8
71,7.946054981325481,1.8
72,7.961551000914433,1.8
73,7.984004574408301,1.8
74,7.987483285624302,1.8
75,7.991822850351416,1.8
76,7.9733800948035825,1.8
77,7.992755667476075,1.8
78,7.985215073131107,1.8
79,7.975133019864542,1.8
80,7.934155008447103,1.8
81,7.942861262731459,1.8
82,7.954899341228548,1.8
83,7.972803152205623,1.8
84,7.9750240307192675,1.8
85,7.982318676910335,1.8
86,7.988505453254384,1.8
87,7.991511866500952,1.8
88,7.995170619010073,1.8
89,7.997111910283279,1.8
90,7.999675687870919,1.8
91,7.9976040206802,1.8
92,7.9961229387912915,1.8
93,7.994061641838038,1.8
94,7.988462862800925,1.8
95,7.997676474394584,1.8
96,7.996327923056873,1.8
97,7.987000392307351,1.8
98,7.987954501878999,1.8
99,7.984498552745709,-1.8
100,7.991926213084665,-1.8
101,7.965865414955336,-1.8
102,7.916791835421739,-1.8
103,7.877488934486152,-1.8
104,7.749671841664616,-1.8
105,7.589226738997997,-1.8
106,7.351512519897568,-1.8
107,7.065863336814434,-1.8
108,6.584200076563716,-1.8
109,6.3497734227611025,-1.8
110,6.357272467295442,-1.8
111,6.190677879084792,-1.8
112,6.080495327192239,-1.8
113,5.977752884875623,-1.8
114,5.9848814751296295,-1.8
115,5.959654013001625,-1.8
116,5.918151926622741,-1.8
117,5.813636599171142,-1.8
118,5.7874214138646485,-1.8
119,5.650840801532704,-1.8
120,5.593991912687333,-1.8
121,5.4511423564990205,-1.8
122,5.284327005696421,-1.8
123,5.309763140487557,-1.8
124,5.281194605854689,-1.8
125,5.278625189255079,-1.8
126,5.356218861402148,-1.8
127,5.212006510094807,-1.8
128,5.551028393586209,-1.8
129,5.540438990942865,-1.8
130,5.731891613747275,-1.8
131,5.984800072659167,-1.8
132,6.278008701451918,-1.8
133,6.710175947011788,-1.8
134,7.036005031879162,-1.8
135,7.272174376029686,-1.8
136,7.3435540303287015,-1.8
137,7.344606542478489,-1.8
138,7.457610864537237,-1.8
139,7.433135730905075,-1.8
140,7.219724674579087,-1.8
141,7.012098995807912,-1.8
142,6.751913112280052,-1.8
143,6.335180467909092,-1.8
144,5.936077693683976,-1.8
145,5.77382430879117,-1.8
146,5.681679764593941,-1.8
147,5.338139692333841,-1.8
148,5.53927857383224,-1.8
149,5.694931208669466,-1.8
150,5.653041810618727,-1.8
151,5.728899650949738,-1.8
152,5.797384590984264,-1.8
153,5.921615273353101,-1.8
154,6.088369978563615,-1.8
155,6.275617097188862,-1.8
156,6.674026629949319,-1.8
157,6.925841617185877,-1.8
158,7.127532907906374,-1.8
159,7.270993026252079,-1.8
160,7.385005086111454,-1.8
161,7.458285641818351,-1.8
162,7.4734871622637185,-1.8
163,7.546525705654901,-1.8
164,7.567585664394887,-1.8
165,7.569685088830272,-1.8
166,7.538253726775413,-1.8
167,7.485246635707178,-1.8
168,7.409351784534191,-1.8
169,7.228563176839267,-1.8
170,7.181465160118334,-1.8
171,6.986369013940637,-1.8
172,6.8823856301624655,-1.8
173,6.732329735666243,-1.8
174,6.4967632217977025,-1.8
175,6.276790625942252,-1.8
176,6.126577928130862,-1.8
177,5.930572793832289,-1.8
178,5.705591030048493,-1.8
179,5.508824959980518,-1.8
180,5.347450091775581,-1.8
181,5.263949167890468,-1.8
182,4.777137107583881,-1.8
183,4.601797626221738,-1.8
184,4.797203748030837,-1.8
185,5.426876154570294,-1.8
186,5.716501088013417,-1.8
187,5.945648723579129,-1.8
188,6.134294548687867,-1.8
189,6.282809157184896,-1.8
190,6.389637638998905,-1.8
191,6.432133383880094,-1.8
192,6.424975139994452,-1.8
193,6.354686030863566,-1.8
194,6.237793441151339,-1.8
195,6.038925063756963,-1.8
196,5.7631924958419205,-1.8
197,5.764493070297378,-1.8
198,5.917862016066628,-1.8
199,6.131180643222633,1.8
200,6.428563830668082,1.8
201,6.741582573049955,1.8
202,7.083633183136763,1.8
203,7.35191186092609,1.8
204,7.475219285257352,1.8
205,7.589212373279166,1.8
206,7.678011674003735,1.8
207,7.829125214421419,1.8
208,7.7343083516880125,1.8
209,7.485863617587179,1.8
210,7.143598554887039,1.8
211,6.515087514072755,1.8
212,6.488542517085699,1.8
213,5.505762462362253,1.8
214,5.120240462840825,1.8
215,5.556826027751923,1.8
216,5.799894371847679,1.8
217,5.7533879467330795,1.8
218,5.437892562027309,1.8
219,4.388292582612335,1.8
220,3.973562912600068,1.8
221,2.9882091314313604,1.8
222,2.3551787993607536,1.8
223,1.8793823075713902,1.8
224,1.263027593764013,1.8
225,0.424890141239497,1.8
226,0.03771293541117478,1.8
227,0.3903354269652666,1.8
228,1.26932692206197,1.8
229,2.3613779121560206,1.8
230,3.4182333811360595,1.8
231,3.7480235228003336,1.8
232,4.763082285007614,1.8
233,4.525792599041723,1.8
234,3.2699660194245244,1.8
235,2.5046255749467283,1.8
236,1.642681161419295,1.8
237,0.8450678608093385,1.8
238,0.10488533589450096,1.8
239,0.2680605859511361,1.8
240,1.1037863915378114,1.8
241,2.084866988902824,1.8
242,2.8328768236407034,1.8
243,3.3901532563590333,1.8
244,2.954408654474804,1.8
245,2.301187729887464,1.8
246,1.5647546835397828,1.8
247,0.7096594678652918,1.8
248,0.12688763724734456,1.8
249,0.16369135022281128,1.8
250,0.8331249037723482,1.8
251,1.7527638588087933,1.8
252,2.0400339434380994,1.8
253,2.9220694270040104,1.8
254,2.755916750955028,1.8
255,2.697344201779625,1.8
256,2.1234744824988323,1.8
257,1.0178176337630973,1.8
258,0.14533223705853182,1.8
259,0.18239027126979968,1.8
260,1.0639605401515502,1.8
261,2.1708681776207834,1.8
262,3.046882881062278,1.8
263,3.3770202427271125,1.8
264,3.936211798229269,1.8
265,3.7902999081841844,1.8
266,3.3890532589918396,1.8
267,2.487436222211324,1.8
268,1.368337617104772,1.8
269,0.3584866031096184,1.8
270,0.040806341202286704,1.8
271,0.5421106560966804,1.8
272,1.435780279926748,1.8
273,2.0654154478539124,1.8
274,3.485700228494314,1.8
275,4.245532810811889,1.8
276,5.977929558428131,1.8
277,6.560612402222302,1.8
278,6.85994306294357,1.8
279,6.991408999680861,1.8
280,5.200985501615977,1.8
281,4.181942735736532,1.8
282,3.2458239695134976,1.8
283,2.7879787265182343,1.8
284,2.1955711040917585,1.8
285,1.183779541967101,1.8
286,0.29248525700598255,1.8
287,0.03272468353891994,1.8
288,0.4285001231907476,1.8
289,1.11292547875975,1.8
290,1.9669588823498547,1.8
291,2.634618932886918,1.8
292,3.4546355345513113,1.8
293,4.6145245841678415,1.8
294,5.93020887652704,1.8
295,5.2988555655640805,1.8
296,4.398177579501476,1.8
297,3.468265474311673,1.8
298,2.9513724487417634,1.8
299,2.4722959447319193,1.8
300,1.352245644900969,1.8
301,0.5220718953451212,1.8
302,0.03271225576175397,1.8
303,0.2892757971961273,1.8
304,1.1083689457965094,1.8
305,1.7208512928847561,1.8
306,3.0586419452624565,1.8
307,3.333361836295473,1.8
308,4.415658633223154,1.8
309,4.399835003809354,1.8
310,3.597537878878345,1.8
311,2.9169696389880735,1.8
312,2.5899243644483048,1.8
313,2.0024556036478014,1.8
314,0.9768750921901501,1.8
315,0.1597698042077743,1.8
316,0.12550919189146495,1.8
317,0.8200513174012818,1.8
318,1.8797603140561907,1.8
319,2.384360788511163,1.8
320,3.4345383542395265,1.8
321,4.8513229639116116,1.8
322,3.834367342046314,1.8
323,3.2158543257020624,1.8
324,2.7307288030519077,1.8
325,2.4981968240142822,1.8
326,1.721042484977,1.8
327,0.6567938374313503,1.8
328,0.05505164234985757,1.8
329,0.33978158480086346,1.8
330,1.29015967624723,1.8
331,2.357966519551099,1.8
332,3.209430895398842,1.8
333,3.726440755993866,1.8
334,3.2757164555488956,1.8
335,3.084467911517692,1.8
336,2.6651809240238427,1.8
337,1.2940844895681745,1.8
338,0.38928267676759004,1.8
339,0.03685864924614192,1.8
340,0.5360755140358242,1.8
341,1.431322758223566,1.8
342,2.4501006144219115,1.8
343,3.3000040919975278,1.8
344,3.72007467231235,1.8
345,3.8548753640417766,1.8
346,3.2384695030001787,1.8
347,2.773384317634925,1.8
348,2.5831214351891756,1.8
349,1.6159601705356939,1.8
350,0.5213629553191784,1.8
351,0.03253597532530014,1.8
352,0.3856190480477215,1.8
353,1.3442244097955849,1.8
354,1.9490318665143471,1.8
355,3.1419748204891014,1.8
356,3.5576659474322927,1.8
357,3.6775977714090526,1.8
358,3.051896617908658,1.8
359,3.114181674568815,1.8
360,2.1056074471751174,1.8
361,0.86999416599127,1.8
362,0.13237353628988713,1.8
363,0.12497979191102324,1.8
364,0.7576253616940356,1.8
365,1.546011918083765,1.8
366,2.8942756717888494,1.8
367,3.4826700175064293,1.8
368,4.384421966053596,1.8
369,6.00478321743178,1.8
370,5.352109885583757,1.8
371,4.243643957289963,1.8
372,3.3158282534283225,1.8
373,2.5939945714841426,1.8
374,2.1026556617519256,1.8
375,1.359413604474862,1.8
376,0.41354169117385653,1.8
377,0.031019915114329517,1.8
378,0.4231536763526005,1.8
379,1.4513085447665939,1.8
380,2.4736578201700974,1.8
381,3.3242218208719905,1.8
382,3.968973938398121,1.8
383,5.628510344885297,1.8
384,5.898789088358856,1.8
385,4.173806516720774,1.8
386,3.253775740634831,1.8
387,2.545358670409269,1.8
388,1.99255735589739,1.8
389,1.2129710767817463,1.8
390,0.3090535465480709,1.8
391,0.055275801092357975,1.8
392,0.5897197132393814,1.8
393,1.3881951179780687,1.8
394,2.359372720853668,1.8
395,3.5115847910101166,1.8
396,4.365476704112281,1.8
397,6.306313482299024,1.8
398,6.893967929945054,1.8
399,5.847469307299569,1.8
400,4.5633386199105255,1.8
401,3.5680482487778282,1.8
402,2.766315874506142,1.8
403,2.345960716021894,1.8
404,1.6302293943751534,1.8
405,0.6050719390418993,1.8
406,0.0475024905182604,1.8
407,0.27553284540014045,1.8
408,1.1861596852444594,1.8
409,1.8856285486600428,1.8
410,2.9262171942327746,1.8
411,3.5975055724622313,1.8
412,4.721143900889751,1.8
413,5.642712479389035,1.8
414,4.009115412653009,1.8
415,3.1190053725947644,1.8
416,2.5817551148652123,1.8
417,2.0158958292168005,1.8
418,0.8855653967562476,1.8
419,0.12507871032358717,1.8
420,0.13726912310576436,1.8
421,0.8145744318431236,1.8
422,1.604736040031053,1.8
423,2.822072567843279,1.8
424,3.3580099651557425,1.8
425,4.501748959742222,1.8
426,6.258956100476167,1.8
427,4.8130728375635226,1.8
428,3.7945242361006595,1.8
429,2.935358017368413,1.8
430,2.270829159803136,1.8
431,1.7616622596306344,1.8
432,0.804797637629886,1.8
433,0.10629306970353883,1.8
434,0.17413682669821004,1.8
435,0.887901106903825,1.8
436,1.6108431767520366,1.8
437,2.5588365502080266,1.8
438,3.5244701487280037,1.8
439,4.757734360576636,1.8
440,6.644521447457956,1.8
441,6.347531451752401,1.8
442,4.894064401438843,1.8
443,4.022370494831396,1.8
444,3.1841020262205473,1.8
445,2.675672380571305,1.8
446,2.3004194663367556,1.8
447,1.3337855368292388,1.8
448,0.3762406302880641,1.8
449,0.032229731681499285,1.8
450,0.43938172005287335,1.8
451,1.3452560742766027,1.8
452,2.469684955145945,1.8
453,3.4189655530282126,1.8
454,3.909485087922226,1.8
455,5.436562461878427,1.8
456,4.767686504767695,1.8
457,3.8447736044614915,1.8
458,3.0442160490387677,1.8
459,2.4428567562391588,1.8
460,1.941505122782735,1.8
461,1.007570795990853,1.8
462,0.17395738152452772,1.8
463,0.11160197329739867,1.8
464,0.7632684254547064,1.8
465,1.8616050984209445,1.8
466,2.678762645548506,1.8
467,3.5538082999929634,1.8
468,4.4157203124988085,1.8
469,5.0757089852110795,1.8
470,3.996212644393065,1.8
471,3.23736609977372,1.8
472,2.6758379356396778,1.8
473,2.325851799183444,1.8
474,1.3306332162787955,1.8
475,0.317276542931247,1.8
476,0.03824970801701405,1.8
477,0.5033521727557402,1.8
478,1.3957344182482698,1.8
479,2.2993405399936173,1.8
480,3.3792592213682306,1.8
481,3.826348426243307,1.8
482,4.898697830381421,1.8
483,4.703198601990518,1.8
484,3.6935160327941405,1.8
485,2.904893528221704,1.8
486,2.3742362954776164,1.8
487,1.7555004195209996,1.8
488,0.6717116405666966,1.8
489,0.05488907339751785,1.8
490,0.2562549057457538,1.8
491,1.0289533307842045,1.8
492,1.9745021095536481,1.8
493,3.0878035455509907,1.8
494,3.545387629538,1.8
495,4.67509713015237,1.8
496,5.111707089981692,1.8
497,3.88195241621209,1.8
498,3.0793550637397575,1.8
499,2.7473486511593674,1.8
