,episode_0_reward,episode_1_reward,episode_0_train,episode_1_train
160,7.979031548426728,7.974439924259658,1,1
161,7.974594684647801,7.976375529854958,1,1
162,7.986437528616249,7.967491921609006,1,1
163,7.991274080650809,7.960422671768733,1,1
164,7.992907969912579,7.940716332682262,1,1
165,7.995867617258079,7.935422008660596,1,1
166,7.9982062935801554,7.925509558821179,1,1
167,7.993668021391356,7.916654445025023,1,1
168,7.996701442823689,7.923452485448583,1,1
169,7.994075985010519,7.922910992037991,1,1
170,7.9832726740932305,7.905533859125902,1,1
171,7.989746722913565,7.908028952392845,1,1
172,7.981688361306897,7.919835868475576,1,1
173,7.987984963017465,7.939094506761751,1,1
174,7.987374831427551,7.950479825408984,1,1
175,7.990530999276877,7.965747818753068,1,1
176,7.991217577244128,7.97402982331371,1,1
177,7.995448584000847,7.977269327456745,1,1
178,7.997246479998965,7.982711189816873,1,1
179,7.991366280055897,7.982674015643009,1,1
180,7.993145970524959,7.971279739858439,1,1
181,7.991422649651539,7.98352287616025,1,1
182,7.993308930117423,7.95533584810231,1,1
183,7.994299292506652,7.991855789308914,1,1
184,7.992275072629412,7.985004527830103,1,1
185,7.993950732829617,7.986164729122529,1,1
186,7.984950597621895,7.985495308335527,1,1
187,7.99330989286908,7.987506718567883,1,1
188,7.9905516365881875,7.990395389612392,1,1
189,7.98992127375366,7.988715396415978,1,1
190,7.978743581197367,7.984550595702074,1,1
191,7.98580444401263,7.95951509364174,1,1
192,7.9835665299942296,7.952905846368818,1,1
193,7.966923794144186,7.919890978088173,1,1
194,7.955427579431369,7.9421652582963285,1,1
195,7.922464248963306,7.9231802951475885,1,1
196,7.95012720911248,7.931045881498506,1,1
197,7.945075838416336,7.8908821060429055,1,1
198,7.930180236018723,7.893784558160384,1,1
199,7.943168618754237,7.946554385407152,1,1
200,7.951668594525877,7.966649154889153,1,1
201,7.955298167594729,7.976388674372357,1,1
202,7.965545105651627,7.978429291559478,1,1
203,7.976207922354965,7.984134506106968,1,1
204,7.9719284450185635,7.9912962569497985,1,1
205,7.970754029372456,7.992114445004189,1,1
206,7.965975569069215,7.984778929601702,1,1
207,7.969164305032314,7.972618062174049,1,1
208,7.977058513177679,7.921870352365691,1,1
209,7.9708479935815255,7.954827580935055,1,1
210,7.966684414651886,7.974477559212403,1,1
211,7.973260060593967,7.980747700706055,1,1
212,7.982113196896896,7.972599868596111,1,1
213,7.982603205160219,7.988806616117393,1,1
214,7.973131816229413,7.992286252113067,1,1
215,7.9805890957856755,7.9962810180814445,1,1
216,7.980444045023302,7.982436337997868,1,1
217,7.974986706331619,7.993513437721832,1,1
218,7.985720544447542,7.9896810361455834,1,1
219,7.988891746030657,7.987944217065735,1,1
220,7.990892393599862,7.982951483959288,1,1
221,7.991401212766881,7.975059894809583,1,1
222,7.988081367743425,7.9687224553914255,1,1
223,7.991972200256963,7.972161777347238,1,1
224,7.980502292470239,7.956271588752901,1,1
225,7.987174920769598,7.92822322741889,1,1
226,7.985170302295102,7.9604246459075,1,1
227,7.984536411826651,7.978318848650648,1,1
228,7.977411377795906,7.985586058568028,1,1
229,7.947398622656363,7.990519396167552,1,1
230,7.942679998266282,7.993143194479183,1,1
231,7.919621194484937,7.995257002759049,1,1
232,7.907387218516644,7.994042071544006,1,1
233,7.871986687848067,7.995872905595336,1,1
234,7.874212284525325,7.990644372797814,1,1
235,7.926027529140959,7.978870772815826,1,1
236,7.945175207577836,7.982709264403687,1,1
237,7.958970538879925,7.979100598133904,1,1
238,7.969325582210851,7.988336678354808,1,1
239,7.979913277634414,7.993767282690772,1,1
240,7.9797852939420935,7.980821839615803,1,1
241,7.979894243801548,7.984521989716774,1,1
242,7.981513964807591,7.985973650395585,1,1
243,7.983124233402327,7.987314000691073,1,1
244,7.986787417562891,7.979662686682434,1,1
245,7.979309050081358,7.985552159766352,1,1
246,7.978568683578338,7.976879296796666,1,1
247,7.98094753128245,7.972545729033374,1,1
248,7.985624084804821,7.963571984017884,1,1
249,7.979366786906326,7.949588460818706,1,1
250,7.981277731345797,7.956133681639243,1,1
251,7.98896463548414,7.954183323941595,1,1
252,7.989046386683459,7.9422679545308075,1,1
253,7.989292055371351,7.9373865308259,1,1
254,7.990070455706451,7.962994529335765,1,1
255,7.991149834320229,7.9708829704158735,1,1
256,7.992633607882929,7.959687232673961,1,1
257,7.992210763380077,7.973418400503117,1,1
258,7.980744623333707,7.962048403057257,1,1
259,7.993297987797927,7.981419907191354,1,1
260,7.984224133807214,7.986986322117434,1,1
261,7.976789246396501,7.995415985939002,1,1
262,7.964157543747346,7.9911279212594115,1,1
263,7.954574202204196,7.971216205034788,1,1
264,7.9508654357628705,7.981997978936769,1,1
265,7.937408765300354,7.990678709661036,1,1
266,7.919630391266866,7.985151657041068,1,1
267,7.912530382356047,7.977757228032328,1,1
268,7.867339232304891,7.992623924093292,1,1
269,7.891305037788999,7.994547750122939,1,1
270,7.910804918801008,7.988446260512376,1,1
271,7.885331046880496,7.994064542526263,1,1
272,7.914599190268145,7.991976427526292,1,1
273,7.935683833936587,7.987769712508577,1,1
274,7.947310087464238,7.974780750905325,1,1
275,7.967947304854239,7.988107042124429,1,1
276,7.984393128136608,7.985341715815863,1,1
277,7.98535221453563,7.98022830571349,1,1
278,7.988495508206256,7.976805469807034,1,1
279,7.9871076439356194,7.975487066955556,1,1
280,7.976520253751051,7.9749957488656955,1,1
281,7.987638350654406,7.975693593018025,1,1
282,7.978454910988917,7.977192978052528,1,1
283,7.976035733456814,7.978990751123667,1,1
284,7.980691324316812,7.981251989621934,1,1
285,7.981892185460139,7.982981284265398,1,1
286,7.978057973278686,7.986584141851454,1,1
287,7.974165552942599,7.97387237951674,1,1
288,7.964282991527375,7.995458927541517,1,1
289,7.951287506085783,7.987238797871271,1,1
290,7.931514138934072,7.991401209570225,1,1
291,7.917985778118943,7.987775106084664,1,1
292,7.927158023768874,7.9861477246582515,1,1
293,7.90938587070342,7.982435639241873,1,1
294,7.8899934015362305,7.993702196777796,1,1
295,7.899430126687053,7.991423837412791,1,1
296,7.907625403626242,7.985333045271435,1,1
297,7.881477138686387,7.992040597010838,1,1
298,7.917886866270359,7.990230652898838,1,1
299,7.944067188967619,7.991984433010891,1,1
300,7.969922008016614,7.991690995310742,1,1
301,7.9839690791356945,7.98366400046598,1,1
302,7.969621911047608,7.982166262415329,1,1
303,7.986527070014995,7.981216491732913,1,1
304,7.97707653722558,7.980368742104634,1,1
305,7.993856509889892,7.958194423399778,1,1
306,7.9913174379093865,7.948709607022709,1,1
307,7.991917911872567,7.935480821436592,1,1
308,7.9794351852132,7.943929232388748,1,1
309,7.9776532396440665,7.952553965433904,1,1
310,7.965812548484421,7.9197748338244365,1,1
311,7.972233125267121,7.93924556975668,1,1
312,7.971977521535765,7.961802824300613,1,1
313,7.974297684968962,7.970174398955383,1,1
314,7.977305728442385,7.949819275714314,1,1
315,7.970260857570655,7.987703664496285,1,1
316,7.966202050462207,7.983260228535978,1,1
317,7.926862713170576,7.983395677822628,1,1
318,7.938583096138067,7.9850684070940305,1,1
319,7.972825338832005,7.995562752786857,1,1
320,7.972283794975485,7.997511812971677,1,1
321,7.972395140846571,7.9950883112369056,1,1
322,7.976894367625451,7.996904365942291,1,1
323,7.976374530698691,7.99110754707815,1,1
324,7.977065857181786,7.992112460161608,1,1
325,7.97344791870212,7.995248677542626,1,1
326,7.965773531223479,7.991034114874939,1,1
327,7.951276101594269,7.989793857535439,1,1
328,7.966360013763212,7.992220010957099,1,1
329,7.977801542089945,7.988353517014422,1,1
330,7.97538479953324,7.990740990229656,1,1
331,7.992336804010876,7.996023020415358,1,1
332,7.9752162189750635,7.991023135441381,1,1
333,7.980197151402819,7.989758855568952,1,1
334,7.996716133926717,7.9861113534750965,1,1
335,7.998333173408884,7.9928122482936335,1,1
336,7.998521375607886,7.985764472210672,1,1
337,7.995165606781745,7.969271272912305,1,1
338,7.995572007006066,7.986471761867803,1,1
339,7.998303109305915,7.978870307663224,1,1
340,7.99439824949285,7.995363801880543,1,1
341,7.995802588914739,7.9562854160353975,1,1
342,7.998480735727605,7.980657063699987,1,1
343,7.978892727421503,7.9761089734575,1,1
344,7.986858835645976,7.972387089229461,1,1
345,7.984534343619636,7.957688331230453,1,1
346,7.9699104958202796,7.941721626814017,1,1
347,7.978379274965043,7.8678453541477635,1,1
348,7.985283124045864,7.935677626652773,1,1
349,7.990835923585359,7.946110597652567,1,1
350,7.9898603190395745,7.945387436424737,1,1
351,7.954641673677225,7.9635129257632675,1,1
352,7.971381770741148,7.973163893277448,1,1
353,7.964634322612637,7.983196029585494,1,1
354,7.969190893469869,7.9870775536550065,1,1
355,7.97638854982484,7.975822681519984,1,1
356,7.965978403220825,7.984616843778441,1,1
357,7.984278061131398,7.9615238788488725,1,1
358,7.986541646964027,7.956475701127657,1,1
359,7.987466612158183,7.982362535377558,1,1
360,7.976421672194404,7.973699146336257,1,1
361,7.952561983752416,7.988327551416016,1,1
362,7.976802367540437,7.983465087167504,1,1
363,7.982386455858211,7.9860600561401105,1,1
364,7.977745943936328,7.993988936165708,1,1
365,7.982579018290698,7.988727446597478,1,1
366,7.976482061355958,7.994872244806777,1,1
367,7.96809746810453,7.995602285991448,1,1
368,7.982550711107345,7.9947327274506215,1,1
369,7.990997010885903,7.991961650560995,1,1
370,7.994245053457572,7.987772526294218,1,1
371,7.9949942463891555,7.9875303275033875,1,1
372,7.988083119164081,7.9689880064097105,1,1
373,7.991246005282897,7.988700397680455,1,1
374,7.9881257635127065,7.988331175786461,1,1
375,7.987648882547442,7.9865450700943565,1,1
376,7.961907629323451,7.985236307690908,1,1
377,7.963986668125297,7.981637461857577,1,1
378,7.987348901702944,7.982755527594385,1,1
379,7.990353948375577,7.984746962131721,1,1
380,7.982441160384358,7.987907808166277,1,1
381,7.980777142448674,7.981922979471355,1,1
382,7.974902742855975,7.998058240260572,1,1
383,7.925116230261013,7.997030983290249,1,1
384,7.95217904509501,7.9639604107647735,1,1
385,7.980894953350406,7.992202657606974,1,1
386,7.977573060151505,7.994957674122942,1,1
387,7.99086804539685,7.993253951255404,1,1
388,7.992075577185771,7.996916473047481,1,1
389,7.984225119965034,7.996849826089869,1,1
390,7.9713928013884265,7.994814716019837,1,1
391,7.966493775450126,7.993976626563687,1,1
392,7.918646786224358,7.981578226003681,1,1
393,7.965369654810568,7.978887770692386,1,1
394,7.972898815677239,7.968232736722836,1,1
395,7.938578520309212,7.9713047270953306,1,1
396,7.906104127912304,7.9658363873863625,1,1
397,7.96639127938772,7.9512870443596455,1,1
398,7.976299576632099,7.970733795413102,1,1
399,7.983305291523513,7.974156984278835,1,1
400,7.9778456769197925,7.963674741142751,1,1
401,7.9955877537854905,7.976480442106578,1,1
402,7.986460064281802,7.9827351348859095,1,1
403,7.989278537652505,7.983862715340383,1,1
404,7.984744104591218,7.988562696040191,1,1
405,7.992606183689015,7.9914401793869,1,1
406,7.992359976328229,7.9855164298754175,1,1
407,7.987119682688249,7.966900605624703,1,1
408,7.977396668508312,7.988694213984749,1,1
409,7.991658182353387,7.995623914442106,1,1
410,7.9897537896143,7.9950628341476335,1,1
411,7.975224417440778,7.99349998510925,1,1
412,7.9962619462657045,7.993272450716223,1,1
413,7.995934407135833,7.977885791003169,1,1
414,7.99562746792515,7.980510090971913,1,1
415,7.99529047741099,7.97558760859537,1,1
416,7.992046445446522,7.973376327375583,1,1
417,7.9941896215344945,7.964707579053013,1,1
418,7.990920250614044,7.938060837779809,1,1
419,7.990695666211951,7.941794004847738,1,1
420,7.988758221347918,7.958006916350597,1,1
421,7.986097733002541,7.961057883309028,1,1
422,7.970598970301862,7.933000754244739,1,1
423,7.969539029872723,7.971384673151261,1,1
424,7.960688242288516,7.9774729893313925,1,1
425,7.954896521309265,7.978491169869126,1,1
426,7.922163540973024,7.985385394057162,1,1
427,7.9499346873445536,7.983655202050851,1,1
428,7.955614277177437,7.986588472464395,1,1
429,7.918299013388557,7.996842313491681,1,1
430,7.940473565284245,7.989763840902119,1,1
431,7.967770639813275,7.994776826179682,1,1
432,7.957665879309512,7.985024103393695,1,1
433,7.994974329477144,7.981856138039602,1,1
434,7.9865306745050955,7.974217150855234,1,1
435,7.993737496381964,7.9754177872302945,1,1
436,7.990461785400289,7.991600128102462,1,1
437,7.966550444887968,7.983255419167498,1,1
438,7.986117798676786,7.979582726339668,1,1
439,7.981875907600046,7.977950043836612,1,1
440,7.981101484529292,7.974520934376534,1,1
441,7.974644812469116,7.955815293930878,1,1
442,7.989491006517086,7.938113275816219,1,1
443,7.992815461813887,7.927014711377009,1,1
444,7.994615575648673,7.929761193669895,1,1
445,7.995727952910023,7.9074065612669004,1,1
446,7.989518658018824,7.920634681718885,1,1
447,7.999265335215128,7.910977315402142,1,1
448,7.998193390421554,7.931817475379832,1,1
449,7.998681636257335,7.95240950748771,1,1
450,7.997972429761102,7.96825591687011,1,1
451,7.993958340947016,7.973876879643687,1,1
452,7.980249272168526,7.983496088042359,1,1
453,7.982400463854722,7.981383375677363,1,1
454,7.9358547604748,7.991069396209451,1,1
455,7.979165745976128,7.994276567231042,1,1
456,7.98526859864144,7.994015170561323,1,1
457,7.98704374602513,7.98991217040875,1,1
458,7.984555614455449,7.990197925804862,1,1
459,7.985060596810812,7.976712757531949,1,1
460,7.988943621598399,7.9535969013770345,1,1
461,7.983739497679516,7.985850893315023,1,1
462,7.985352812978279,7.9809925960064705,1,1
463,7.971191359572291,7.991771280576793,1,1
464,7.995158894670996,7.979913725837935,1,1
465,7.997025460236624,7.984519446621273,1,1
466,7.993936890516343,7.984254627448768,1,1
467,7.996559038544624,7.981521636593199,1,1
468,7.997308375328538,7.971701035015903,1,1
469,7.996950639655475,7.958736246171938,1,1
470,7.993981745148649,7.916700541160025,1,1
471,7.994788554855486,7.940302663602802,1,1
472,7.990021691496708,7.9414698155178245,1,1
473,7.988797753134909,7.929125940029554,1,1
474,7.9915187086868675,7.918564536722458,1,1
475,7.988697689595528,7.879802388917984,1,1
476,7.987734854577097,7.917266439783952,1,1
477,7.977049388561314,7.943540295782686,1,1
478,7.984699355427541,7.953303566672519,1,1
479,7.983658390557865,7.977440987119984,1,1
480,7.9856377166382275,7.9776245810288,1,1
481,7.982502220768767,7.99029198250513,1,1
482,7.988058043749942,7.988720112154129,1,1
483,7.982320725120062,7.970894967254314,1,1
484,7.988041856027174,7.994332016309549,1,1
485,7.964236436358501,7.9955617641435275,1,1
486,7.968540198549035,7.995470042944096,1,1
487,7.95885225728361,7.965048996359521,1,1
488,7.946952336852796,7.993574079244613,1,1
489,7.858101229310659,7.992457740689794,1,1
490,7.9005156615705205,7.989036035683129,1,1
491,7.95594146299543,7.983084184132468,1,1
492,7.9643220314774,7.981032040616718,1,1
493,7.973988410273148,7.9749746962509676,1,1
494,7.9842548799764215,7.967631537993895,1,1
495,7.9895960833155115,7.957699680682179,1,1
496,7.9872186100947395,7.918168995178167,1,1
497,7.980705978981342,7.943075913385609,1,1
498,7.985138782539934,7.952668869832663,1,1
499,7.9460200903186875,7.9594531990972825,1,1
500,7.9727802303888184,7.959150316567019,1,1
501,7.966681993591947,7.963942663706758,1,1
502,7.973419725247334,7.956898977749186,1,1
503,7.968595221418313,7.963704546432007,1,1
504,7.980009918529837,7.972672880635421,1,1
505,7.981029567442482,7.96850478393288,1,1
506,7.992252815652218,7.942615222063573,1,1
507,7.990877506652774,7.947960821859709,1,1
508,7.939197783080521,7.9236983943409385,1,1
509,7.984776869270004,7.937941784821082,1,1
510,7.989451120833216,7.9021709608718425,1,1
511,7.9859311795851475,7.946474096756203,1,1
512,7.989365323925425,7.951468176061401,1,1
513,7.987488315125821,7.962192896650319,1,1
514,7.989030552723826,7.9696033985098165,1,1
515,7.988730602358055,7.9715266590928655,1,1
516,7.983742399910362,7.98188853743658,1,1
517,7.984264361793353,7.980065855184341,1,1
518,7.982873852623079,7.967262141333068,1,1
519,7.978818391644237,7.966126127960737,1,1
520,7.965933391188806,7.969581119195201,1,1
521,7.974833399983444,7.966350274865144,1,1
522,7.960276156594114,7.976310944414776,1,1
523,7.966553487463276,7.970989875669377,1,1
524,7.956772668669418,7.966737540807268,1,1
525,7.991749497449536,7.964867521819613,1,1
526,7.99681692326423,7.953809207039607,1,1
527,7.996845138282959,7.945431406649025,1,1
528,7.996285318144799,7.94146932123742,1,1
529,7.9938648447677165,7.919539891291372,1,1
530,7.96191841670231,7.923971024923038,1,1
531,7.985566578258151,7.94514214040172,1,1
532,7.973969881568111,7.951906762985362,1,1
533,7.927594150998439,7.955246689288323,1,1
534,7.981991497475776,7.961649275232345,1,1
535,7.9861201028195365,7.96650663808555,1,1
536,7.984167118965715,7.961251353936918,1,1
537,7.993312502120576,7.970820337722473,1,1
538,7.992902496988918,7.968341129204411,1,1
539,7.980428428176648,7.977308540203606,1,1
540,7.989692914917755,7.975468322257195,1,1
541,7.990743456520396,7.977348546589835,1,1
542,7.9865524827912235,7.977305885189989,1,1
543,7.978783754142096,7.973842674513645,1,1
544,7.97661213447216,7.975052724583897,1,1
545,7.947996279041634,7.9679525057403575,1,1
546,7.941666068678487,7.968836722918276,1,1
547,7.856395582345187,7.964072397352369,1,1
548,7.909652510581136,7.948996411976339,1,1
549,7.942319732962727,7.944557336006911,1,1
550,7.955741689922288,7.931240885645176,1,1
551,7.962780253301068,7.94217665176302,1,1
552,7.974150309049933,7.923741559224977,1,1
553,7.966090001234383,7.938307025612636,1,1
554,7.982296704428772,7.942321403493763,1,1
555,7.98155059780425,7.945886520370129,1,1
556,7.967784506021299,7.9521500370517995,1,1
557,7.971431914018129,7.958771672776492,1,1
558,7.9947915326778025,7.962795507041848,1,1
559,7.993337070232856,7.957896519569881,1,1
560,7.988958548949974,7.966395691464534,1,1
561,7.9723680522979326,7.971695699976295,1,1
562,7.986642196844586,7.969581306779141,1,1
563,7.984182285754156,7.965829853516815,1,1
564,7.98628953049215,7.959584251232069,1,1
565,7.9905337037775235,7.960241901158296,1,1
566,7.97678053567561,7.957725359026907,1,1
567,7.994006325755469,7.94351575853837,1,1
568,7.997519760176126,7.941666801190419,1,1
569,7.997579901317063,7.938767742002173,1,1
570,7.99681799798097,7.931655724053667,1,1
571,7.944708579720469,7.9283553737956325,1,1
572,7.978946420878964,7.938144768982593,1,1
573,7.940000522655673,7.939275677009376,1,1
574,7.9738166150842815,7.906199693301621,1,1
575,7.96172709859296,7.9417231784835165,1,1
576,7.981240604155968,7.951930312088787,1,1
577,7.9804915678565465,7.957030396397387,1,1
578,7.982061959376545,7.95786702428077,1,1
579,7.9664241453354805,7.975809133410897,1,1
580,7.9804563620825,7.977947320092215,1,1
581,7.954494271991234,7.9750579805593205,1,1
582,7.957216364100473,7.961298476420184,1,1
583,7.943859633625666,7.950883721692428,1,1
584,7.9432996812104975,7.9749695417302515,1,1
585,7.96102495401018,7.974963722082864,1,1
586,7.961068518446029,7.975784729766367,1,1
587,7.965828244637767,7.966359553783443,1,1
588,7.978552184439769,7.964815583280233,1,1
589,7.984187486074169,7.953188485861284,1,1
590,7.984415498248178,7.9489666393560325,1,1
591,7.990624142831399,7.926084022702233,1,1
592,7.970594507860177,7.928801152437444,1,1
593,7.991761224145704,7.943305899830239,1,1
594,7.995369421275411,7.945897966853454,1,1
595,7.996551746838075,7.950052408605145,1,1
596,7.976814020381672,7.957875012506551,1,1
597,7.983099884895518,7.960327136009411,1,1
598,7.988080325589785,7.964022139450623,1,1
599,7.972977440295999,7.972123927621229,1,1
600,7.977684670485239,7.962426426028719,1,1
601,7.972225445858463,7.970383266694141,1,1
602,7.933420030297769,7.973454017477167,1,1
603,7.962046847834629,7.9784490932249215,1,1
604,7.954906016957113,7.974566302795968,1,1
605,7.980455159155323,7.9809005568741505,1,1
606,7.983483208599083,7.9803285000589606,1,1
607,7.98154085634619,7.9798226075234515,1,1
608,7.9910951290140355,7.977070268105124,1,1
609,7.997438662423896,7.971609019494924,1,1
610,7.9941853690119,7.9667045788774535,1,1
611,7.971993697274118,7.9733984655179935,1,1
612,7.982955085873273,7.965158979198579,1,1
613,7.979234048421583,7.965020274357506,1,1
614,7.9903555183433586,7.969862157078124,1,1
615,7.9912735815716305,7.967968543939863,1,1
616,7.9934579417285985,7.9595521535788665,1,1
617,7.991484761667405,7.966797795741198,1,1
618,7.983312463480226,7.967038692784653,1,1
619,7.974966338487548,7.966868412364803,1,1
620,7.981286052567407,7.967077704581247,1,1
621,7.965515469003926,7.967436173397194,1,1
622,7.973940558843499,7.968665159357787,1,1
623,7.980805101503331,7.961060473491311,1,1
