,episode_0_reward,episode_0_color_hard
0,0.0011369458329516856,0.0
1,0.020736803025603708,0.0
2,0.1025684724652254,0.0
3,0.29005330983166666,0.0
4,0.6106583691206756,0.0
5,0.8916459625504467,0.0
6,0.8134015864193905,0.0
7,0.4548017553633432,0.0
8,0.1392717906517657,0.0
9,0.01179234098055712,0.0
10,0.16795466719537847,0.0
11,0.6867632283703832,0.0
12,1.4858488986257534,0.0
13,2.3886501714678228,0.0
14,3.509102366515089,0.0
15,5.1013708461621246,0.0
16,6.177563947522289,0.0
17,6.913101690676585,0.0
18,7.271226076504438,0.1
19,7.409480801475564,0.2
20,7.337460421392702,0.30000000000000004
21,7.118839799526058,0.4
22,6.871216583781414,0.5
23,6.792958194804821,0.6
24,6.344070720544889,0.7
25,6.746014248625975,0.7999999999999999
26,6.950060907508375,0.8999999999999999
27,7.122818261327347,0.9999999999999999
28,7.33782958839392,1.0999999999999999
29,7.51482493792388,1.2
30,7.649094022848294,1.3
31,7.733315995969406,1.4000000000000001
32,7.76036878178756,1.5000000000000002
33,7.892682705693514,1.6000000000000003
34,7.418835669316861,1.7000000000000004
35,7.825636194831891,1.8000000000000005
36,7.939704416621571,1.9000000000000006
37,7.983428858912216,2.0000000000000004
38,7.831080619744288,2.1000000000000005
39,7.979085249806062,2.2000000000000006
40,7.992148548876147,2.3000000000000007
41,7.997984931880203,2.400000000000001
42,7.994089818459953,2.500000000000001
43,7.985338494633094,2.600000000000001
44,7.992393042591022,2.700000000000001
45,7.983601636663232,2.800000000000001
46,7.981265381406551,2.9000000000000012
47,7.976733822479732,3.0000000000000013
48,7.975870866838122,3.1000000000000014
49,7.977429620253903,3.2000000000000015
50,7.986575771057614,3.3000000000000016
51,7.992182893855163,3.4000000000000017
52,7.996023952917306,3.5000000000000018
53,7.9987921128814765,3.600000000000002
54,7.9746661449386576,3.700000000000002
55,7.981395008558092,3.800000000000002
56,7.9635496129561805,3.900000000000002
57,7.979386255616559,4.000000000000002
58,7.964079788888363,4.100000000000001
59,7.947651167249607,4.200000000000001
60,7.9658380856195015,4.300000000000001
61,7.961035304644529,4.4
62,7.96275196374135,4.5
63,7.960531639379928,4.6
64,7.955838784699505,4.699999999999999
65,7.946431514983798,4.799999999999999
66,7.933724713721331,4.899999999999999
67,7.921938519478941,4.999999999999998
68,7.945657969886791,5.099999999999998
69,7.943065677368452,5.1999999999999975
70,7.9360712659405594,5.299999999999997
71,7.938366193184324,5.399999999999997
72,7.938415805884684,5.4999999999999964
73,7.929279997942017,5.599999999999996
74,7.9283028382348215,5.699999999999996
75,7.921210462350748,5.799999999999995
76,7.932673630904154,5.899999999999995
77,7.935607901772893,5.999999999999995
78,7.9382094846434965,6.099999999999994
79,7.931165949108963,6.199999999999994
80,7.938327882226095,6.299999999999994
81,7.936780975396897,6.399999999999993
82,7.931875114129361,6.499999999999993
83,7.933956541795014,6.5999999999999925
84,7.933260604023775,6.699999999999992
85,7.933551638989644,6.799999999999992
86,7.935109906455865,6.8999999999999915
87,7.922800872984815,6.999999999999991
88,7.932886448817541,7.099999999999991
89,7.931866674925754,7.19999999999999
90,7.925970453388961,7.29999999999999
91,7.92068600643745,7.39999999999999
92,7.913239939423127,7.499999999999989
93,7.904435494822213,7.599999999999989
94,7.8926598757227415,7.699999999999989
95,7.880788703549199,7.799999999999988
96,7.869603707777637,7.899999999999988
97,7.860759415700647,7.999999999999988
98,7.843115001826556,8.099999999999987
99,7.835414004924835,8.199999999999987
100,7.840968056687491,8.299999999999986
101,7.8492989853284,8.399999999999986
102,7.852036674628987,8.499999999999986
103,7.862220675107462,8.599999999999985
104,7.870369339089798,8.699999999999985
105,7.871667042108071,8.799999999999985
106,7.880690050864118,8.899999999999984
107,7.882164633254646,8.999999999999984
108,7.880862508473439,9.099999999999984
109,7.879271713785089,9.199999999999983
110,7.876505089459734,9.299999999999983
111,7.871471438206618,9.399999999999983
112,7.859075808101217,9.499999999999982
113,7.850205907372559,9.599999999999982
114,7.851341339665764,9.699999999999982
115,7.8515311941353465,9.799999999999981
116,7.851551874129102,9.89999999999998
117,7.850540478556577,9.99999999999998
118,7.853807739503486,10.09999999999998
119,7.859512226730325,10.19999999999998
120,7.867131486665731,10.29999999999998
121,7.868545918737378,10.399999999999979
122,7.867957327184188,10.499999999999979
123,7.868221614688464,10.599999999999978
124,7.859367029533579,10.699999999999978
