,episode_0_reward,episode_0_video9
0,0.0011383741527798087,0
1,0.020751284674097793,0
2,0.10280992099962916,0
3,0.28893285959425286,0
4,0.612744822856836,0
5,0.8986983609810657,0
6,0.8147527232931128,0
7,0.4581841813231977,0
8,0.14142729601202647,0
9,0.011941044518116162,0
10,0.16687672248558705,0
11,0.6848996477058865,0
12,1.4878407904175215,0
13,2.3878785274107917,0
14,3.7250407499479765,0
15,5.1368773949691695,0
16,6.182148070543078,0
17,6.947108218363854,0
18,7.2405442378517,0
19,7.296220562462614,0
20,7.210371990634702,0
21,6.942924729458031,0
22,6.310695631132317,0
23,6.731594415847482,0
24,6.631799273453042,0
25,6.389958195364465,0
26,6.3855169006515,0
27,6.64025703100618,0
28,6.921241340977855,0
29,7.077452154238988,0
30,7.343266244393417,0
31,7.516167173619076,0
32,7.631322574878792,0
33,7.560641671417676,0
34,7.493376848830075,0
35,7.6803067234158755,0
36,7.76042787166851,0
37,7.7320869005726465,0
38,7.845586970335914,0
39,7.7660453375231215,0
40,7.751360542585811,0
41,7.74234495409079,0
42,7.6754752929968895,0
43,7.221196960179297,0
44,7.684206237247133,0
45,7.480642645480902,0
46,7.583188735150894,0
47,7.643297576619463,0
48,7.632896733370533,0
49,7.6492676559188,0
50,7.7132822253348845,0
51,7.751470862152399,0
52,7.78231011201789,0
53,7.7720174750982345,0
54,7.841705514503475,0
55,7.797074568490906,0
56,7.8108701310050535,0
57,7.805594877324594,0
58,7.7835584626333,0
59,7.633392654757414,0
60,7.6309196576029805,0
61,7.637907387427296,0
62,7.489553264464314,0
63,7.261207043819665,0
64,7.459183614008279,0
65,7.5497924982611435,0
66,7.609067493428456,0
67,7.6303052691882085,0
68,7.643154800947361,0
69,7.7352929948645235,0
70,7.733055633162888,0
71,7.8107874569829505,0
72,7.867877509965922,0
73,7.888082771669844,0
74,7.8066232001154745,0
75,7.923443875875287,0
76,7.861430696035313,0
77,7.899447637032785,0
78,7.93012929989733,0
79,7.933487590136082,0
80,7.929606796637349,0
81,7.511407711448019,0
82,7.43582104465173,0
83,7.549770658687781,0
84,7.866751482891351,0
85,7.8817634918881945,0
86,7.891223774660054,0
87,7.853674658538594,0
88,7.896876317655864,0
89,7.9145851763767086,0
90,7.920300044194242,0
91,7.925809655544311,0
92,7.898746648354541,0
93,7.853067071082972,0
94,7.9205924978319455,0
95,7.881722940655576,0
96,7.9102400343709105,0
97,7.938705253670492,0
98,7.846170987839313,0
99,7.840433364660067,0
100,7.905309284970748,0
101,7.894330288722586,0
102,7.779866309481617,0
103,7.654610008957435,0
104,7.847190291863526,0
105,7.8155178201259465,0
106,7.722746117129401,0
107,7.840188371534964,0
108,7.853863153312683,0
109,7.831136772313166,0
110,7.879452001462544,0
111,7.701736534368933,0
112,7.864524393109147,0
113,7.9126615610993944,0
114,7.9508051181060955,0
115,7.793598435160325,0
116,7.98768942541795,0
117,7.977970401468762,0
118,7.969588257788172,0
119,7.982068325177943,0
120,7.983566966062485,0
121,7.978157995542927,0
122,7.972359161888539,0
123,7.976425269110618,0
124,7.970757412497178,0
