,episode_0_reward,episode_0_steady
0,0.0011386457126889224,0
1,0.020750341533904385,0
2,0.10285428766068197,0
3,0.28508381798237775,0
4,0.6596463470953735,0
5,0.9268046188912054,0
6,0.8849908423349867,0
7,0.5333357988624696,0
8,0.18715245923982127,0
9,0.018027860642617806,0
10,0.11282364227442235,0
11,0.5684369319230975,0
12,1.3560721699234082,0
13,2.218870815691532,0
14,2.9967956972112155,0
15,3.4744328644428872,0
16,4.086850548800192,0
17,5.514096573036918,0
18,3.826204574608569,0
19,3.0781350408090686,0
20,2.722815251121596,0
21,1.9293692608968112,0
22,0.9116745579029496,0
23,0.14526286714662437,0
24,0.15140271697954225,0
25,0.8791670687322654,0
26,1.9080410286250244,0
27,2.8268217638564352,0
28,3.2533414840945847,0
29,4.330343816695757,0
30,5.46922511040578,0
31,6.07095710229194,0
32,5.919582683156925,0
33,6.4844666988381645,0
34,5.406638169481788,0
35,6.155664034347551,0
36,5.89363883066054,0
37,5.031431346490543,0
38,5.181097459570877,0
39,5.365463132186328,0
40,4.897748449371218,0
41,5.59788183752579,0
42,4.956598268464166,0
43,6.073287505926268,0
44,6.583946493023126,0
45,6.974988860532092,0
46,7.1559422248335025,0
47,7.150765923694841,0
48,6.150295054564248,0
49,6.1712180227690405,1
50,6.076816160945689,2
51,7.43413560479208,3
52,7.667278568795599,4
53,7.818725958676223,5
54,7.562954705292748,6
55,7.6930787471126685,7
56,7.640911793437571,8
57,7.9599713629507445,9
58,7.925499309972484,10
59,6.718564250492057,11
60,7.5613820723155865,12
61,7.56782238753697,13
62,7.913025587624092,14
63,7.7283895520361705,15
64,6.26354432286155,16
65,5.685227810329671,17
66,5.43167767104013,18
67,4.749925078043937,19
68,3.4460782121947715,0
69,2.445899953218861,1
70,1.5142552738296362,1
71,0.6674722229833966,1
72,0.1236522283111669,1
73,0.11400775357842571,1
74,0.7073353693580156,1
75,1.5267985203329208,1
76,2.684143506900985,1
77,3.9614217045062112,1
78,4.00112247688886,1
79,4.432022461865896,1
80,4.566074449322247,1
81,5.93962700716,1
82,5.669063209394789,1
83,7.097618660424825,1
84,7.175870515734309,1
85,6.996863491897263,1
86,6.9288263717019225,1
87,6.702850536404273,1
88,6.914292741000573,1
89,6.896582552972695,2
90,6.52475176585925,3
91,5.604343742853522,4
92,6.7535063822235335,5
93,6.840112829436275,6
94,6.8530437315634,7
95,5.830262790618479,8
96,5.970179770321095,9
97,6.171018653331171,10
98,5.907579658412255,11
99,5.33960840544543,12
100,3.9515673419327855,13
101,3.5688794410498192,13
102,1.9976339470306954,13
103,1.2205851887324954,13
104,0.453571646232678,13
105,0.06550414883514907,13
106,0.07624662964850339,13
107,0.4559108540852136,13
108,0.9475715556621997,13
109,1.6275558236611392,13
110,2.732130044568647,13
111,4.2742338406315294,13
112,4.612673294428741,13
113,4.998082449808362,13
114,4.115790239489365,13
115,2.416157938771634,13
116,1.5301579734355792,13
117,0.8714122423604613,13
118,0.3049384196752368,13
119,0.0262583695191995,13
120,0.20257470976316544,13
121,0.8229556550365256,13
122,1.3064009447664742,13
123,2.0500972750387643,13
124,3.147460314857231,13
125,3.7237938454929616,13
126,3.9940141719633067,13
127,3.222459671309539,13
128,2.21193835386125,13
129,1.1713515321870966,13
130,0.5097602053090541,13
131,0.09171068445178915,13
132,0.08166739794232003,13
133,0.5302010760043334,13
134,1.1489400163428747,13
135,1.9941701011988278,13
136,3.145522798988946,13
137,3.594522567880044,13
138,4.2301364457439785,13
139,5.389245797690438,13
140,5.170875783092005,13
141,6.191853625036405,13
142,7.306890799039919,13
143,7.538019978605421,13
144,7.9065694954274095,13
145,7.930966194957332,13
146,7.088797561333243,13
147,7.30964235187329,14
148,7.150754862589816,15
149,6.733787248772599,16
150,5.909710504870382,17
151,4.454481334697777,18
152,4.84351185954819,19
153,3.729306534203735,0
154,2.766728321098114,1
155,1.7621214125238236,1
156,1.0333966503645444,1
157,0.37910895792858484,1
158,0.030828665353396456,1
159,0.23917117003939325,1
160,1.1413857882451035,1
161,2.0873017122403645,1
162,2.9697466054118147,1
163,3.226554180169628,1
164,3.3127341108813204,1
165,3.465334165815104,1
166,3.696030208278743,1
167,2.260460864717301,1
168,1.4853819816577307,1
169,0.6725048604619609,1
170,0.055719869612452004,1
171,0.16864071920409648,1
172,0.8100788210887856,1
173,1.459998680126693,1
174,2.493435797331811,1
175,3.8878935093071867,1
176,4.11069991126844,1
177,4.562723151366759,1
178,4.913626007043092,1
179,5.233337452935934,1
180,5.814069603524619,1
181,6.0042540854397615,1
182,4.795963292517385,1
183,3.3159810527997524,1
184,2.1858425788630527,1
185,1.1995730438745111,1
186,0.38867971117798134,1
187,0.030137394878084194,1
188,0.32011608675005343,1
189,1.0120984553615253,1
190,1.763247331642249,1
191,3.045021436241034,1
192,3.8702505895120547,1
193,5.171526214910816,1
194,5.923973727316394,1
195,6.568291493483235,1
196,7.05077473099518,1
197,7.302474665293045,1
198,7.256865743885764,1
199,6.558637794601315,1
200,7.414473781332099,1
201,7.410281680376244,2
202,7.349896791570436,3
203,7.3256461972836675,4
204,6.966436528495411,5
205,7.190199609932391,6
206,7.464046515256372,7
207,6.140892244816717,8
208,6.210062966523326,9
209,7.285580896883497,10
210,6.536877005426079,11
211,7.7866305733606325,12
212,7.649805681432218,13
213,7.376058426160789,14
214,7.2515131306128575,15
215,7.610517892553176,16
216,6.455799596868358,17
217,6.767928906791393,18
218,6.250304530543763,19
219,7.108465306860431,0
220,5.117199949578329,1
221,4.8568060209487545,2
222,4.479612586762857,3
223,3.278176981437602,4
224,2.3069530549227304,4
225,1.629028702512333,4
226,0.7223804821046205,4
227,0.13858229177907655,4
228,0.09524373526547242,4
229,0.6216138789335506,4
230,1.2924801228449314,4
231,2.3408834984878055,4
232,3.6942039514654534,4
233,4.754702687107794,4
234,4.718450450225697,4
235,5.03362223214621,4
236,5.150684054064165,4
237,6.769647887845647,4
238,5.955452234332192,4
239,6.466436765279019,4
240,7.1483494616885395,4
241,5.332996421819139,4
242,5.045870072083107,4
243,3.9228637745451396,4
244,2.8664303728957843,4
245,1.9076548500959654,4
246,0.9603866734420236,4
247,0.2424353579702023,4
248,0.042077249532899916,4
249,0.48944250392759525,4
