,episode_0_reward,episode_0_train
0,0.00043161679574518183,1
1,0.016158947365538606,1
2,0.09292196997801908,1
3,0.2746856839745892,1
4,0.5955228863780868,1
5,0.889200025973891,1
6,0.8198725611845212,1
7,0.46743511235032437,1
8,0.14777349907946005,1
9,0.012259333874876403,1
10,0.1571047213052206,1
11,0.6643135052178921,1
12,1.4611021796308674,1
13,2.3632926976747517,1
14,3.6613644938492893,1
15,5.109080683918898,1
16,6.151125146563461,1
17,6.973974362290272,1
18,7.271407329088092,1
19,7.280952327933027,1
20,7.109415274129574,1
21,6.794054287530955,1
22,6.762833579786402,1
23,6.626171181130869,1
24,6.631814523198404,1
25,6.920834390626272,1
26,7.174772410819816,1
27,7.40860025841966,1
28,7.572375934972594,1
29,7.702667932961799,1
30,7.80310927357149,1
31,7.863827604487861,1
32,7.839233512673772,1
33,7.831319131397197,1
34,7.8706724915477215,1
35,7.922716306553436,1
36,7.943896045359105,1
37,7.967842928024142,1
38,7.954236444576691,1
39,7.9621339933129,1
40,7.97328417697604,1
41,7.98492697297098,1
42,7.981111962239989,1
43,7.978390932796233,1
44,7.971573682739285,1
45,7.963042671853795,1
46,7.954980760391817,1
47,7.947365380193997,1
48,7.944479005264876,1
49,7.933189338878753,1
50,7.9392675371554216,1
51,7.943641649287858,1
52,7.94323947958647,1
53,7.945748787211381,1
54,7.937755383700025,1
55,7.945852617738987,1
56,7.937185440822383,1
57,7.92624490601175,1
58,7.911235053424607,1
59,7.883934435456978,1
60,7.887711947300212,1
61,7.886339190618293,1
62,7.886876608011049,1
63,7.892500477778638,1
64,7.907339041526183,1
65,7.9300614834531356,1
66,7.940176122233921,1
67,7.948435880445678,1
68,7.95781217383963,1
69,7.959040687164779,1
70,7.968272354583982,1
71,7.949154688201194,1
72,7.952107505397525,1
73,7.970791110617356,1
74,7.954426510510845,1
75,7.949863669057085,1
76,7.946754768401544,1
77,7.933061168854461,1
78,7.905359660969154,1
79,7.903200350033971,1
80,7.889012418589864,1
81,7.858190092500633,1
82,7.907154815441663,1
83,7.905931347151735,1
84,7.9202786061752,1
85,7.930539697481519,1
86,7.944299857838486,1
87,7.950227050851468,1
88,7.948251561520059,1
89,7.939991366651537,1
90,7.953910688152602,1
91,7.944600071930733,1
92,7.948104812426291,1
93,7.962578629555474,1
94,7.946526756471316,1
95,7.924118429477923,1
96,7.89974177782399,1
97,7.867061685781605,1
98,7.793671715100385,1
99,7.813173501373767,1
100,7.836115673813566,1
101,7.834242428074911,1
102,7.830787290147679,1
103,7.8220581619192995,1
104,7.836493070362673,1
105,7.861316311705961,1
106,7.882752732691517,1
107,7.894571292613929,1
108,7.91898169229616,1
109,7.940096856551663,1
110,7.9322900968998775,1
111,7.962194568785544,1
112,7.971934914240191,1
113,7.967776078424872,1
114,7.967717169842347,1
115,7.97461711478987,1
116,7.9680411041528405,1
117,7.972858412853327,1
118,7.966723477126792,1
119,7.9600301392834245,1
120,7.955342535347947,1
121,7.913020445680906,1
122,7.904204092648454,1
123,7.839666842958673,1
124,7.888261105140227,1
125,7.878674270172411,1
126,7.871492949415371,1
127,7.855114716321181,1
128,7.840595471495582,1
129,7.828409099469127,1
130,7.817214773421156,1
131,7.808939488560095,1
132,7.803623807242746,1
133,7.813816665861889,1
134,7.823824115872626,1
135,7.843412171213369,1
136,7.860443358141085,1
137,7.87844653501351,1
138,7.895200793884828,1
139,7.911487729027906,1
140,7.928168710841913,1
141,7.946439937063484,1
142,7.956153407872346,1
143,7.963135351083632,1
144,7.963002103203484,1
145,7.971736452611421,1
146,7.974234788787842,1
147,7.967802567510305,1
148,7.962947979958487,1
149,7.967540604307537,1
150,7.96234359810192,1
151,7.942539337680601,1
152,7.912004652099723,1
153,7.904834132965786,1
154,7.8776689447564845,1
155,7.874829862381847,1
156,7.870686025512202,1
157,7.861353280467717,1
158,7.851528439103249,1
159,7.845614753620609,1
160,7.842279130752402,1
161,7.8343402663379385,1
162,7.847665979076755,1
163,7.854263969136762,1
164,7.867094354537535,1
165,7.8755738568708535,1
166,7.882372203427243,1
167,7.898930248290524,1
168,7.920672549831538,1
169,7.949380562646135,1
170,7.958133944339367,1
171,7.972053113029849,1
172,7.969915901544807,1
173,7.970441696524968,1
174,7.968343963140593,1
175,7.969494716831164,1
176,7.969722701394296,1
177,7.973152126026031,1
178,7.970688491997238,1
179,7.966474953986486,1
180,7.964627341805847,1
181,7.960808348915253,1
182,7.963543590561846,1
183,7.963601885429952,1
184,7.965227205647095,1
185,7.970614742760032,1
186,7.9728189180440525,1
187,7.976000633631382,1
188,7.975082420543844,1
189,7.974291373217079,1
190,7.980373995586762,1
191,7.980315696062144,1
192,7.978627849978393,1
193,7.979710965824285,1
194,7.976034999909448,1
195,7.985484573769078,1
196,7.9791240294037,1
197,7.9844390531040315,1
198,7.983347546396689,1
199,7.971286394193431,1
200,7.975576665952449,1
201,7.977784930693688,1
202,7.9464893264475185,1
203,7.957967699879684,1
204,7.946104018853568,1
205,7.951843457024131,1
206,7.935937519996269,1
207,7.912924082796873,1
208,7.883971459464342,1
209,7.870580586774901,1
210,7.847308543904639,1
211,7.81153199553578,1
212,7.85161867517967,1
213,7.862559524055361,1
214,7.8663318938775975,1
215,7.88106355154671,1
216,7.89156779540043,1
217,7.910622574101273,1
218,7.917825746391612,1
219,7.934923624340614,1
220,7.94040780533263,1
221,7.948482761087086,1
222,7.948586956683592,1
223,7.943196405651416,1
224,7.959290238160695,1
225,7.966985584038124,1
226,7.965745992224694,1
227,7.976539047665707,1
228,7.97936301701948,1
229,7.982575881340718,1
230,7.981560563597431,1
231,7.982656131183474,1
232,7.981262161090764,1
233,7.980444427979404,1
234,7.983997230152897,1
235,7.982600878174423,1
236,7.983348768751796,1
237,7.9874595845003356,1
238,7.988142539663822,1
239,7.979300102891172,1
240,7.967584098431875,1
241,7.963036097446679,1
242,7.960013683964133,1
243,7.952866203099236,1
244,7.915846924380514,1
245,7.943414607017515,1
246,7.941294867438545,1
247,7.920940160047016,1
248,7.932100494346824,1
249,7.944077647590496,1
250,7.953389589578003,1
251,7.960488828526221,1
252,7.949385883734091,1
253,7.973486315112071,1
254,7.97319404671551,1
255,7.9735969059484795,1
256,7.972963827570066,1
257,7.972649106233888,1
258,7.969182303909066,1
259,7.971564292311169,1
260,7.970939362750006,1
261,7.970201723699428,1
262,7.968749224765698,1
263,7.9647609624364835,1
264,7.966890779899647,1
265,7.963783204525069,1
266,7.962233410794949,1
267,7.959667452970133,1
268,7.942145198765219,1
269,7.951218440394481,1
270,7.946357139502997,1
271,7.941946141845287,1
272,7.920208046720846,1
273,7.910061218966187,1
274,7.899248266423536,1
275,7.888631597157767,1
276,7.905091555611684,1
277,7.917513886600522,1
278,7.912900787072518,1
279,7.9276045667602615,1
280,7.948415802947614,1
281,7.955377803399133,1
282,7.96496232783705,1
283,7.983468154974245,1
284,7.985598409567754,1
285,7.991166443198296,1
286,7.988321476030789,1
287,7.977890192459494,1
288,7.98036530643624,1
289,7.963759814020624,1
290,7.955874778632245,1
291,7.964051225963845,1
292,7.9610303250523025,1
293,7.950623676323129,1
294,7.9385721867949055,1
295,7.916605250908959,1
296,7.885643669362625,1
297,7.8823957188256975,1
298,7.848696757867101,1
299,7.876059333989116,1
300,7.889533578242105,1
301,7.896287522946978,1
302,7.9085990571842295,1
303,7.919552405536331,1
304,7.920755717486987,1
305,7.920794184382025,1
306,7.924691147702524,1
307,7.925277591624646,1
308,7.912769130752586,1
309,7.901934693975713,1
310,7.888328307283399,1
311,7.871328807912205,1
312,7.8515494720411665,1
313,7.857434321697253,1
314,7.84632263785716,1
315,7.838270114107726,1
316,7.845727146613835,1
317,7.858062590577289,1
318,7.870816433735911,1
319,7.901692534156082,1
320,7.9013250681565586,1
321,7.9314623980935455,1
322,7.95315293248444,1
323,7.964454269795752,1
324,7.951623011969188,1
325,7.953055902908426,1
326,7.946638353969165,1
327,7.924848159157473,1
328,7.9212100089477175,1
329,7.902595711857343,1
330,7.843569118081455,1
331,7.865711730385021,1
332,7.877323371019962,1
333,7.889018107073485,1
334,7.9017104230984145,1
335,7.91358309203942,1
336,7.9258431168539305,1
337,7.930163206548441,1
338,7.940573788963677,1
339,7.95545990536063,1
340,7.957096535904556,1
341,7.960252708903428,1
342,7.955882932495188,1
343,7.944916650059133,1
344,7.936994041387718,1
345,7.933905411074278,1
346,7.916794689450594,1
347,7.870190671783944,1
348,7.906025315393569,1
349,7.903412090458637,1
350,7.901839795712495,1
351,7.89811417079771,1
352,7.890419075870329,1
353,7.8952793136846395,1
354,7.901438133596423,1
355,7.901096279733226,1
356,7.906610274386575,1
357,7.898871150543574,1
358,7.914074963502694,1
359,7.898212715688842,1
360,7.877908090521846,1
361,7.8718510659265615,1
362,7.860622478000021,1
363,7.826117670394563,1
364,7.835829475098038,1
365,7.813105548557186,1
366,7.794178436944553,1
367,7.76672176859778,1
368,7.751694654171654,1
369,7.756823191218834,1
370,7.747756428194543,1
371,7.743422066142343,1
372,7.771013555895485,1
373,7.7848411395449535,1
374,7.803888875992625,1
375,7.825513867156744,1
376,7.850534054609184,1
377,7.871511153437965,1
378,7.890404206865185,1
379,7.915578455834359,1
380,7.9209016103129315,1
381,7.906126957787577,1
382,7.951251245341377,1
383,7.951028370600571,1
384,7.95717468924391,1
385,7.958616631775154,1
386,7.939265821503825,1
387,7.944000446932961,1
388,7.939663794927134,1
389,7.934068373256791,1
390,7.9227609089145465,1
391,7.918661343019817,1
392,7.9157858728148955,1
393,7.906188234898972,1
394,7.900255288683522,1
395,7.887243215469935,1
396,7.8786564162981145,1
397,7.8720826017531405,1
398,7.838370986643288,1
399,7.860051513912167,1
400,7.859644113405434,1
401,7.861437316432772,1
402,7.867148562629861,1
403,7.8745476540283565,1
404,7.886843861537198,1
405,7.894095165880076,1
406,7.902736369497998,1
407,7.915116333809093,1
408,7.9185840074466425,1
409,7.920933738752044,1
410,7.9405208670405845,1
411,7.9450500335166465,1
412,7.93792767324407,1
413,7.930208841917946,1
414,7.934678397519355,1
415,7.925096423172025,1
416,7.916982834435821,1
417,7.905627160250622,1
418,7.892883174793054,1
419,7.878874298522844,1
420,7.861841210756236,1
421,7.83108516655714,1
422,7.819444145014661,1
423,7.826126813490735,1
424,7.8461272564444196,1
425,7.85917922301236,1
426,7.870688033794572,1
427,7.87187878893413,1
428,7.878278991620659,1
429,7.886283133427514,1
430,7.887845421621071,1
431,7.8847789212688015,1
432,7.894183153806453,1
433,7.894568936374991,1
434,7.9000712145216,1
435,7.89297823230752,1
436,7.913924292859743,1
437,7.924736918129179,1
438,7.922982771236496,1
439,7.9323757039475185,1
440,7.9295598760889785,1
441,7.929674365677888,1
442,7.925478445626588,1
443,7.912768477675914,1
444,7.889221950981603,1
445,7.876257063203382,1
446,7.861443801103454,1
447,7.841455643149306,1
448,7.808430800077824,1
449,7.82493760167808,1
450,7.8401494581689875,1
451,7.850096907794098,1
452,7.862567338093035,1
453,7.872641401473881,1
454,7.883683742611646,1
455,7.89275203423917,1
456,7.896377397835164,1
457,7.901437767630018,1
458,7.9036327719379,1
459,7.909688195288464,1
460,7.91263107894194,1
461,7.9202948778007976,1
462,7.916647390219517,1
463,7.9205266864324635,1
464,7.919237224575933,1
465,7.904737053195145,1
466,7.902690604769913,1
467,7.8858075132460135,1
468,7.873304659661629,1
469,7.866557841614311,1
470,7.854062071332363,1
471,7.847326294034064,1
472,7.8610435803701275,1
473,7.869334230754827,1
474,7.878151287075195,1
475,7.885610507355869,1
476,7.901008064825111,1
477,7.90989771604837,1
478,7.91652394268563,1
479,7.913634229487865,1
480,7.933841199449671,1
481,7.9384425075832805,1
482,7.925405138005322,1
483,7.928283913704856,1
484,7.916036627671284,1
485,7.905935289867865,1
486,7.894121491022933,1
487,7.892221867279171,1
488,7.873693662995524,1
489,7.85775793627204,1
490,7.8780315965299685,1
491,7.891709037462081,1
492,7.900631239884747,1
493,7.907937226910897,1
494,7.905777998096694,1
495,7.911725554360839,1
496,7.927843400964923,1
497,7.927321770794447,1
498,7.910263098519402,1
499,7.889344772386067,1
500,7.890275146415882,1
501,7.864790522756831,1
502,7.839988688035324,1
503,7.794050346551244,1
504,7.800622630236397,1
505,7.80580627620359,1
506,7.787794354936902,1
507,7.773764595076003,1
508,7.809187205299318,1
509,7.82519436491621,1
510,7.845947284915065,1
511,7.859523557312431,1
512,7.874998175896826,1
513,7.885054638250455,1
514,7.892551425446511,1
515,7.894161742474129,1
516,7.895542671234285,1
517,7.892865434237521,1
518,7.889984182767129,1
519,7.885895050011439,1
520,7.858627463202295,1
521,7.888835287568086,1
522,7.895127588611785,1
523,7.903011464778335,1
524,7.908377836725317,1
525,7.906546481486958,1
526,7.908302851127861,1
527,7.895200469874333,1
528,7.894008215020233,1
529,7.893281070551639,1
530,7.883258803967102,1
531,7.87389975011193,1
532,7.8425942428924795,1
533,7.858788505241742,1
534,7.855195783166818,1
535,7.851334886708892,1
536,7.839333571666252,1
537,7.839087741585461,1
538,7.825453620186149,1
539,7.80400484411919,1
540,7.814389879509425,1
541,7.8226507127153155,1
542,7.827799483212318,1
543,7.838824832150884,1
544,7.84670567287265,1
545,7.854500529767337,1
546,7.859897324706339,1
547,7.863440241466931,1
548,7.8632207664893965,1
549,7.862739535408393,1
