,episode_0_reward,episode_0_color_easy
0,0.0011370811899163956,1.0
1,0.020729820263308996,1.0
2,0.10263646427577333,1.0
3,0.2881126548588471,1.0
4,0.6119057248233013,1.0
5,0.898527924995006,1.0
6,0.8150290626485827,1.0
7,0.4595944374555666,1.0
8,0.14182684498442688,1.0
9,0.011948025147021278,1.0
10,0.1659160787438877,1.0
11,0.6828685053750079,1.0
12,1.484438302056443,1.0
13,2.3855166153259972,1.0
14,3.303998396240203,1.0
15,5.037653486329976,1.0
16,6.082583997018262,1.0
17,7.030256399661031,1.0
18,7.342323965386074,1.0
19,7.3988574021989555,1.0
20,7.28927660735096,1.0
21,6.973787832510265,1.0
22,6.74139391383271,1.0
23,6.280711293072058,1.0
24,6.300484898512364,1.0
25,6.634231382969542,1.0
26,6.7691786244039935,1.0
27,7.019238290899602,1.0
28,7.254409408903713,1.0
29,7.475214657718274,1.0
30,7.64840775289926,1.0
31,7.783414350568237,1.0
32,7.856915139490335,1.0
33,7.8874423444492585,1.0
34,7.879467893635437,1.0
35,7.812677749243933,1.0
36,7.8211869655035064,1.0
37,7.964804152543824,1.0
38,7.970955464979857,1.0
39,7.967804103864951,1.0
40,7.976299163615586,1.0
41,7.983897240997981,1.0
42,7.983710799844967,1.0
43,7.98431960076482,1.0
44,7.985464398761442,1.0
45,7.988170343510272,1.0
46,7.991228972874074,1.0
47,7.983831916220832,1.0
48,7.992313745417926,1.0
49,7.991611708554761,1.0
50,7.9552554837144225,1.0
51,7.955008745215089,1.0
52,7.952996878150925,1.0
53,7.938840029731762,1.0
54,7.939849774646148,1.0
55,7.932838024666165,1.0
56,7.925150237217406,1.0
57,7.913095193680764,1.0
58,7.9581714395457155,1.0
59,7.954696966630444,1.0
60,7.9375666519527295,1.0
61,7.969543677008581,1.0
62,7.954879632116624,1.0
63,7.931749557061775,1.0
64,7.926880369746146,1.0
65,7.880999050097609,1.0
66,7.847341645082284,1.0
67,7.73636594277304,1.0
68,7.838639477358329,1.0
69,7.86185401395241,1.0
70,7.9071801889694555,1.0
71,7.931926415250444,1.0
72,7.956479641713292,1.0
73,7.968009413465973,1.0
74,7.964752829018227,1.0
75,7.965017062540543,1.0
76,7.983378332198944,1.0
77,7.982893667276783,1.0
78,7.985766203061281,1.0
79,7.990953426086261,1.0
80,7.993175817193801,1.0
81,7.992631392507305,1.0
82,7.990701806875174,1.0
83,7.988121670640688,1.0
84,7.988711547268213,1.0
85,7.985983055681891,1.0
86,7.9887077725317805,1.0
87,7.978718553577713,1.0
88,7.97396049181749,1.0
89,7.946964340227167,1.0
90,7.948626625873231,1.0
91,7.937591020266362,1.0
92,7.910945232442682,1.0
93,7.895000704982633,1.0
94,7.893461579740623,1.0
95,7.869717044877073,1.0
96,7.866237525100189,1.0
97,7.842399767129524,1.0
98,7.870613126994536,1.0
99,7.870311315526272,0.4
100,7.912498715327732,0.4
101,7.934230230054311,0.4
102,7.980815066287045,0.4
103,7.921488520729589,0.4
104,7.9353949359418845,0.4
105,7.9018082607631905,0.4
106,7.750645260428732,0.4
107,7.882828423771512,0.4
108,7.081237800687951,0.4
109,7.4736162937126025,0.4
110,7.276343410741345,0.4
111,6.587026580902691,0.4
112,7.580355524902532,0.4
113,6.33783567894335,0.4
114,7.3742340211811035,0.4
115,6.144927315530371,0.4
116,7.42046422918025,0.4
117,7.1435979595692105,0.4
118,6.83385446523644,0.4
119,7.6751543931148145,0.4
120,6.363623305948584,0.4
121,7.261289071513152,0.4
122,6.120841197714398,0.4
123,6.164120806000645,0.4
124,7.177285639733737,0.4
125,6.267773614708056,0.4
126,7.782349259733645,0.4
127,6.337844323475845,0.4
128,6.169663223874034,0.4
129,6.169586501592032,0.4
130,5.966458565610161,0.4
131,6.6548415308057045,0.4
132,6.373689628772072,0.4
133,7.8885013642538855,0.4
134,6.188499672278788,0.4
135,6.231695143270371,0.4
136,6.403889180464182,0.4
137,6.022969508014997,0.4
138,7.1775739576564845,0.4
139,6.50276418293423,0.4
140,7.723024432119246,0.4
141,6.133782228253496,0.4
142,6.220950717674533,0.4
143,5.977672370828629,0.4
144,5.808205956452197,0.4
145,7.042424115360196,0.4
146,7.207355901330672,0.4
147,7.598626489422871,0.4
148,7.162529319267716,0.4
149,7.436418329804075,0.4
150,6.341535036555996,0.4
151,6.715514438595457,0.4
152,7.367258719064508,0.4
153,6.7733467095834605,0.4
154,6.486511383072543,0.4
155,5.58142379640585,0.4
156,6.737800129309754,0.4
157,6.33566043933225,0.4
158,6.266630805817718,0.4
159,6.2514042674368655,0.4
160,6.351343683925663,0.4
161,6.3594200623745465,0.4
162,6.352325490573821,0.4
163,6.475833101259312,0.4
164,6.555285313646556,0.4
