,episode_0_reward,episode_0_steady
0,0.6658442782756187,0
1,0.6469197219207001,0
2,1.5767927213418087,0
3,3.338554687065641,0
4,3.301415271608486,0
5,3.154050349941414,0
6,3.03740245105837,0
7,2.8875826166630167,0
8,2.6090076414241956,0
9,2.2453884587650146,0
10,2.363168770058554,0
11,3.0649061228002537,0
12,2.9664074684478057,0
13,3.6495803814610936,0
14,3.485532549942018,0
15,3.930044068990692,0
16,3.9985034272106805,0
17,3.994711138581591,0
18,3.9848542766503963,0
19,3.9982766884536507,0
20,3.9971443863713683,0
21,3.87336296603717,0
22,3.998277051459849,0
23,3.977515338233243,0
24,3.919034390162283,0
25,3.994527368434367,0
26,3.9989388926048792,0
27,3.9281870113926547,0
28,3.5976286479580466,0
29,2.9850471674912082,0
30,1.745712338952251,0
31,1.5187471082544435,0
32,1.3653294547254509,0
33,1.4983060012496854,0
34,1.5019776401765705,0
35,2.1619458430115093,0
36,3.115998268800663,0
37,3.209970528309083,0
38,2.3676492214240374,0
39,1.8444612510708709,0
40,1.8756508958380405,0
41,1.3778492346093283,0
42,0.41078444328704095,0
43,0.135935149682654,0
44,0.8230696313050531,0
45,1.9203587731767051,0
46,2.840008214889054,0
47,3.5913337505957257,0
48,3.9798106837871625,0
49,3.991538389640056,0
50,3.9981087487257754,0
51,3.998222670577306,0
52,3.9967017073937052,0
53,3.54616568549881,0
54,1.7026137857541892,0
55,0.9489455528413198,0
56,0.4579233542573245,0
57,0.3567448984698365,0
58,0.12546248559988235,0
59,0.7109548497383952,0
60,1.9790224506884555,0
61,2.6072342573405476,0
62,2.2465438167472866,0
63,1.791022023322961,0
64,1.2364639699100914,0
65,1.6717741295858959,0
66,1.3357553074230188,0
67,0.8597263016506151,0
68,0.274861909533165,0
69,0.1444662498461724,0
70,0.8055171481560841,0
71,1.881086111760263,0
72,2.4718120842702094,0
73,1.4908393041636538,0
74,1.3903097112762601,0
75,1.912930489846279,0
76,2.2832245681987207,0
77,1.5723794366271715,0
78,1.567215654374998,0
79,2.1398623621129507,0
80,2.2898278068269677,0
81,2.8132616744146306,0
82,3.101685921483045,0
83,2.9960624512890623,0
84,3.088407234056135,0
85,3.2648720897806,0
86,3.485167068407862,0
87,3.40914324646636,0
88,2.98613646147601,0
89,3.313777291838953,0
90,3.67217914862888,0
91,3.82911688566349,0
92,3.860228956316373,0
93,3.7570121558859633,0
94,3.7218711728715412,0
95,3.8772839031950923,0
96,3.9968917299172344,0
97,3.798923841200024,0
98,2.9272877402317317,0
99,1.5036060289173738,0
100,1.3413831018788833,0
101,2.4965781241555662,0
102,3.3965961275219283,0
103,3.2704349074946353,0
104,3.7468169575534285,0
105,3.995081436910135,0
106,3.986100430892592,0
107,3.992477898759111,0
108,3.99239752373616,0
109,3.997924347744098,0
110,3.9795420964690456,0
111,3.9521404682036616,0
112,3.7222507140589616,0
113,3.7473055283563834,0
114,3.931330782659841,0
115,3.74317453084882,0
116,3.653988385233548,0
117,3.9277922509521455,0
118,3.998294636872033,0
119,3.9519856310597707,0
120,3.8970156793153437,0
121,3.7219112432014185,0
122,3.196573457862631,0
123,2.6946048504411175,0
124,2.6729902744035394,0
125,3.460137203064374,0
126,3.2464057479638857,0
127,3.345512969443036,0
128,3.7630160431278012,0
129,3.722801129683654,0
130,3.999794552344661,0
131,3.9863885559797563,0
132,3.9773464701865917,0
133,3.9983377720806277,0
134,3.975109049396735,0
135,3.7770561827789786,0
136,3.8959351393743007,0
137,3.856270912476098,0
138,2.9181922387900503,0
139,1.9671089402703503,0
140,1.7870097811327406,0
141,1.536320196786728,0
142,1.024339919738501,0
143,0.3463634754077508,0
144,0.3137523682073913,0
145,1.2544231395022485,0
146,2.745621340089809,0
147,3.403857211553519,0
148,3.697319055118006,0
149,3.9216683972439825,0
150,3.995393295594622,0
151,3.9992197770593414,0
152,3.999427053574866,0
153,3.9986481161341514,0
154,3.814350488599262,0
155,3.120661897646052,0
156,2.8287505859743285,0
157,2.349386445481714,0
158,1.4652649232932387,0
159,1.1139635288093386,0
160,1.3943030533460212,0
161,1.10073196621587,0
162,0.42805291777640847,0
163,0.2587438753243663,0
164,1.3738227865928576,0
165,3.0847747201823084,0
166,3.845514726748695,0
167,3.961998277157419,0
168,3.9984909309660304,0
169,3.998814102193029,0
170,3.9971120216116947,0
171,3.7391226707689174,0
172,2.339577359442707,0
173,0.9354199362732607,0
174,0.2746504356352315,0
175,0.1607456788695482,0
176,0.16202511485889948,0
177,0.9186005700021629,0
178,2.1838578390965457,0
179,2.8292303278836766,0
180,2.4857831990500587,0
181,2.052388016775018,0
182,1.1709074388597909,0
183,0.3697770579216368,0
184,0.21172114457012484,0
185,0.8318519993059061,0
186,2.165736602315133,0
187,2.7104504306244976,0
188,2.2358684163750286,0
189,2.0123486059889633,0
190,2.11460593371592,0
191,2.3268313152335,0
192,3.071044395607568,0
193,3.776638346708515,0
194,3.994687585754843,0
195,3.9999343328537598,0
196,3.998853203491108,0
197,3.9977865004699704,0
198,3.989597972198974,0
199,3.8765140722260876,0
200,3.5286500282293285,0
201,3.2476137752517107,0
202,3.521674266976446,0
203,3.9564130238469697,0
204,3.9391081857740913,0
205,3.8517925289530246,0
206,3.973926403207816,0
207,3.993414131408561,0
208,3.9985784896579473,0
209,3.9959968895002524,0
210,3.9731910511513138,0
211,3.96612220481376,0
212,3.9349065415389024,0
213,3.9573689112069395,0
214,3.9946579874748376,0
215,3.998040216485247,0
216,3.988428263239936,0
217,3.9808325795209214,0
218,3.9843795786312755,0
219,3.9873728694649775,0
220,3.9834848574545885,0
221,3.9960164669579483,0
222,3.994607218390024,0
223,3.997120349400492,0
