,episode_0_reward,episode_0_video0
0,0.04422603177812956,1
1,0.13533478496874718,1
2,0.1426507746574115,1
3,0.15397751291004402,1
4,0.1442039901394685,1
5,0.038519162912603266,1
6,0.023666452221407508,1
7,0.026551820264615777,1
8,0.10779635524366815,1
9,0.04622260484152485,1
10,0.0027393649668878695,1
11,0.0,1
12,0.0,1
13,0.014325082147110257,1
14,0.0782935234292651,1
15,0.10416257469919743,1
16,0.07037637810855035,1
17,0.01583772327129085,1
18,0.0029853332644345087,1
19,0.0,1
20,0.0,1
21,0.0,1
22,0.0,1
23,0.0,1
24,0.0,1
25,0.0,1
26,0.0,1
27,0.0,1
28,0.06036875501787853,1
29,0.043885862332336156,1
30,0.009565999537287873,1
31,0.0766198218814782,1
32,0.17409027390918563,1
33,0.1598055908308138,1
34,0.36937203532129315,1
35,0.39047533593844086,1
36,0.4221679178016866,1
37,0.5220459139650073,1
38,0.631444484259666,1
39,0.6806479677623435,1
40,0.73783634538233,1
41,0.7712552206991953,1
42,0.7692745529752141,1
43,0.7591914021188566,1
44,0.7665377497045417,1
45,0.7708584022961604,1
46,0.7697599878650284,1
47,0.7689631262509974,1
48,0.7693428454124714,1
49,0.7860597438556667,1
50,0.8123617379310077,1
51,0.8205700904888288,1
52,0.806821834007203,1
53,0.775904252818422,1
54,0.43061904025252673,1
55,0.0877740085118821,1
56,0.0,1
57,0.0,1
58,0.014075025466508406,1
59,0.07371566399518337,1
60,0.11987469659834948,1
61,0.23295689160519117,1
62,0.10799346590639725,1
63,0.22189464898868327,1
64,0.20722237554492273,1
65,0.22881783628946772,1
66,0.277577900730577,1
67,0.38929936309389157,1
68,0.37904533976676313,1
69,0.45162043438264243,1
70,0.4801461918721327,1
71,0.4726266516431026,1
72,0.46765245299076774,1
73,0.47771122542633904,1
74,0.4639900325391174,1
75,0.4330419612561829,1
76,0.48230840617101123,1
77,0.4826483723242171,1
78,0.40004126844116694,1
79,0.4012446211620556,1
80,0.4382317360552904,1
81,0.4791259852810775,1
82,0.41973535268914364,1
83,0.3529653720738519,1
84,0.26660273487973096,1
85,0.06376671417483093,1
86,0.0,1
87,0.0,1
88,0.0,1
89,0.0,1
90,0.0,1
91,0.0,1
92,0.0,1
93,0.0,1
94,0.038377331987883734,1
95,0.18311826066915593,1
96,0.23518892768516553,1
97,0.15664082857681183,1
98,0.23801952111401314,1
99,0.23749459635700032,1
100,0.12624010714978262,1
101,0.091510700159664,1
102,0.06192487756995235,1
103,0.019643576638248894,1
104,0.018536417809711825,1
105,0.022995659782627076,1
106,0.025837944158865644,1
107,0.02613036799503099,1
108,0.02511776196232718,1
109,0.07515377746837748,1
110,0.12585486585544436,1
111,0.2014702768434652,1
112,0.2966396128061869,1
113,0.4017716306791028,1
114,0.4461652952141021,1
115,0.44816278631943385,1
116,0.028534850688009206,1
117,0.0,1
118,0.0,1
119,0.0,1
120,0.0,1
121,0.0,1
122,0.07186849082703317,1
123,0.22078654504066952,1
124,0.14832342971869528,1
125,0.12695469141984217,1
126,0.15319795318910112,1
127,0.16644240091571227,1
128,0.15603466014045075,1
129,0.15343746870899144,1
130,0.14610890146959588,1
131,0.16306409314682202,1
132,0.16223458780050626,1
133,0.17812904465794754,1
134,0.16323470427828135,1
135,0.16424027105377048,1
136,0.16989635164634997,1
137,0.16488114327273518,1
138,0.16223607575197363,1
139,0.16315277940779405,1
140,0.1629614952188111,1
141,0.19629334520163744,1
142,0.36459386535856986,1
143,0.29577168441444357,1
144,0.26677671810314174,1
145,0.12906006728061303,1
146,0.0544189042812222,1
147,0.0010901030204314432,1
148,0.0,1
149,0.0,1
150,0.0,1
151,0.00044806229640104167,1
152,0.01974513432788405,1
153,0.027743385431325707,1
154,0.019301651236960593,1
155,0.006460054124667103,1
156,0.0001823002923690975,1
157,0.0,1
158,0.0,1
159,0.0,1
160,0.0006248963590600454,1
161,0.0035279367368933334,1
162,0.005525594072933071,1
163,0.004135600981394205,1
164,0.0046131812909187,1
165,0.0008021018744492903,1
166,0.0,1
167,0.0,1
168,0.0,1
169,0.0016738265631841553,1
170,0.0029281722900404983,1
171,0.006317843464497153,1
172,0.007625064587327923,1
173,0.0047932706999200825,1
174,0.006115149144965026,1
175,0.00704819548147928,1
176,0.005031601537825003,1
177,0.0006019682779812019,1
178,0.0,1
179,0.003086178102432613,1
180,0.0007550501177753244,1
181,0.0,1
182,0.0029083694508280633,1
183,0.0021676617732764303,1
184,0.0,1
185,0.000226517360351286,1
186,0.005145528839647362,1
187,0.0026919733826286096,1
188,0.003426981843328347,1
189,0.0016999738820684396,1
190,0.0010561799132534633,1
191,6.79949747132147e-05,1
192,0.0,1
193,2.9347706472671042e-05,1
194,0.0002766317478242186,1
195,0.00020289961986619254,1
196,0.00013632843755273516,1
197,0.0006917903930787617,1
198,0.0004902620239187749,1
199,0.00041649234034291105,1
200,0.0003765506981125988,1
201,1.735846048345202e-05,1
202,0.0,1
203,0.0,1
204,0.00048086727402707474,1
205,0.001166653924509764,1
206,0.002105379646929695,1
207,0.0012274434146595237,1
208,0.00021596953802327512,1
209,0.0,1
210,1.726647497690692e-05,1
211,0.00014903959725554028,1
212,0.00014939206357300616,1
213,5.0885354910823466e-05,1
214,0.0,1
215,0.0005555962193152242,1
216,0.0010870173987668208,1
217,0.0009307669360323345,1
218,0.0005294626215793796,1
219,0.0017405419986123993,1
220,0.0,1
221,7.62986520955744e-05,1
222,0.0006632011326149767,1
223,0.0012351811306683391,1
224,0.001447221007422006,1
225,0.0012818660500065748,1
226,0.0015729865709899205,1
227,0.0,1
228,0.0,1
229,3.062423344990517e-05,1
230,0.0016227006183083814,1
231,0.0004164798939940706,1
232,0.0,1
233,0.006746196710869734,1
234,0.004031215487790396,1
235,0.0017240441784920346,1
236,0.0011269896092231946,1
237,0.0003475547944065127,1
238,0.0,1
239,0.0009711563960251857,1
240,0.0010644501988336108,1
241,0.0013398931359598354,1
242,0.00072990831066988,1
243,0.0005656224583961977,1
244,0.0004424416891787297,1
245,0.00035164893451311574,1
246,0.0010149688181215755,1
247,0.0009500870011419638,1
248,0.00015578616567313297,1
249,0.0,1
250,0.0,1
251,0.0,1
252,0.0,1
253,0.0,1
254,8.413428881437479e-05,1
255,0.0018395570690915575,1
256,0.000734622479963698,1
257,0.00036899524126299266,1
258,0.0003441845633963547,1
259,0.0,1
260,0.0,1
261,0.003208560487593992,1
262,0.0020715483248754385,1
263,0.000128035414782679,1
264,0.007427373014786243,1
265,0.005017786792746781,1
266,0.0032491828792227118,1
267,0.0005786249564809776,1
268,0.0,1
269,0.0,1
270,0.0019754153747912895,1
271,0.005865725114882703,1
272,0.006301479121884501,1
273,0.0029439057274122105,1
274,0.0010947137032181198,1
275,0.000518081564164774,1
276,0.0,1
277,0.0,1
278,0.0,1
279,0.00023611805194723168,1
280,0.00013338760318437615,1
281,6.532837962669458e-05,1
282,0.001019725760524226,1
283,0.0017047071089945076,1
284,0.0004654583741652285,1
285,4.582110692441521e-05,1
286,0.0,1
287,0.0009243355805438336,1
288,0.0012826055839322281,1
289,0.0013331792725524982,1
290,0.0008907559590067837,1
291,0.0008714602716278774,1
292,0.001857386089634927,1
293,0.0009977399585047175,1
294,0.0,1
295,0.0,1
296,0.0,1
297,0.0,1
298,0.0,1
299,0.0004510003679952801,1
300,0.00016192362372124958,1
301,7.533526617642394e-06,1
302,0.0,1
303,0.00010085715415431018,1
304,5.6192816078937113e-05,1
305,7.278804591226429e-05,1
306,0.0001401128999048984,1
307,0.0005674210938393376,1
308,0.000874845409258862,1
309,0.0009156489143323787,1
310,0.00042559878517678396,1
311,0.0,1
312,0.0,1
313,0.0,1
314,0.0006834056586828563,1
315,0.0013691820245442798,1
316,0.0008202337595292208,1
317,0.0,1
318,0.0,1
319,4.783528453122798e-06,1
320,2.2727915953479894e-05,1
321,0.0,1
322,0.0010268386668703666,1
323,0.00153663527072323,1
324,0.0012175123354066786,1
325,0.0006518066477313456,1
